gameID,platform,count_comp,count_total,comp_main,comp_plus,comp_100,comp_low,comp_high
65,NES,9.0,22.0,6621.0,4516.0,2373.0,2373.0,10599.0
66,PC,3.0,8.0,12299.0,12900.0,11160.0,11160.0,12900.0
69,PlayStation 3,87.0,169.0,57009.0,77325.0,89683.0,24334.0,126000.0
71,PC,2.0,7.0,14970.0,0.0,0.0,5100.0,24840.0
71,Xbox 360,3.0,14.0,14400.0,14400.0,0.0,14400.0,14400.0
74,PlayStation 2,1.0,2.0,284923.0,0.0,0.0,284923.0,284923.0
75,PC,4.0,12.0,3104.0,0.0,11820.0,1992.0,11820.0
76,Emulated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
76,PlayStation,5.0,17.0,4022.0,13500.0,0.0,2509.0,14400.0
77,Nintendo 3DS,1.0,2.0,0.0,0.0,34920.0,34920.0,34920.0
77,Nintendo DS,3.0,3.0,27449.0,0.0,60775.0,25798.0,60775.0
77,PC,49.0,127.0,30715.0,31260.0,37378.0,20753.0,62400.0
77,PlayStation 3,2.0,3.0,0.0,39600.0,28800.0,28800.0,39600.0
79,PC,2.0,2.0,0.0,39600.0,42780.0,39600.0,42780.0
79,PlayStation,9.0,23.0,25841.0,36000.0,38937.0,13200.0,50990.0
80,Browser,5.0,4.0,1540.0,2356.0,0.0,1140.0,2700.0
80,PC,2.0,4.0,900.0,0.0,0.0,900.0,900.0
83,PC,1.0,1.0,25200.0,0.0,0.0,25200.0,25200.0
85,PlayStation 2,2.0,7.0,25530.0,0.0,0.0,22260.0,28800.0
85,PlayStation 3,27.0,57.0,17782.0,31593.0,31200.0,11338.0,42900.0
85,Xbox 360,26.0,88.0,21121.0,27444.0,30900.0,15328.0,46080.0
84,PC,12.0,38.0,10147.0,0.0,10110.0,7200.0,15900.0
86,PlayStation 2,12.0,39.0,21731.0,21040.0,35100.0,11119.0,35100.0
86,PlayStation Portable,1.0,7.0,17100.0,0.0,0.0,17100.0,17100.0
86,Xbox,5.0,8.0,25647.0,0.0,0.0,18000.0,33300.0
87,PC,3.0,3.0,819.0,0.0,0.0,718.0,900.0
88,PC,6.0,21.0,11085.0,0.0,7770.0,6600.0,11520.0
89,Browser,4.0,5.0,648.0,0.0,1788.0,600.0,1788.0
90,Browser,8.0,9.0,416.0,2299.0,322.0,59.0,2299.0
90,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93,PC,7.0,27.0,11348.0,0.0,10680.0,7020.0,14760.0
94,PC,12.0,25.0,25371.0,16780.0,27008.0,12960.0,45000.0
95,Nintendo DS,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,PC,15.0,42.0,24738.0,14160.0,24746.0,10800.0,61320.0
96,PC,19.0,36.0,20788.0,13520.0,27540.0,10380.0,63000.0
96,PlayStation Portable,1.0,2.0,9960.0,0.0,0.0,9960.0,9960.0
97,PC,30.0,76.0,25119.0,34485.0,41447.0,14400.0,86400.0
100,Arcade,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,NES,1.0,8.0,0.0,0.0,10800.0,10800.0,10800.0
98,PC,13.0,33.0,27842.0,32400.0,24698.0,17901.0,32400.0
101,Emulated,1.0,3.0,0.0,0.0,280581.0,280581.0,280581.0
101,Nintendo DS,9.0,12.0,123510.0,172541.0,325920.0,72000.0,360000.0
102,Emulated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
102,PlayStation Portable,22.0,28.0,119671.0,120709.0,136660.0,81342.0,170940.0
102,PlayStation Vita,1.0,1.0,0.0,133800.0,0.0,133800.0,133800.0
103,Emulated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
103,PlayStation Portable,5.0,8.0,107830.0,137780.0,126000.0,107830.0,156840.0
104,Emulated,1.0,1.0,18000.0,0.0,0.0,18000.0,18000.0
104,NES,7.0,18.0,7733.0,9510.0,0.0,4579.0,14335.0
104,PC,2.0,2.0,0.0,0.0,21660.0,17520.0,25800.0
105,PC,16.0,34.0,3575.0,8400.0,14400.0,2160.0,21600.0
107,PC,4.0,6.0,41680.0,0.0,29187.0,14400.0,63059.0
110,PC,7.0,24.0,26940.0,47040.0,130155.0,25080.0,396540.0
119,Nintendo Switch,0.0,2.0,0.0,0.0,0.0,0.0,0.0
119,PC,28.0,75.0,37800.0,39615.0,71728.0,21000.0,108000.0
119,PlayStation 3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,PlayStation 4,6.0,9.0,33131.0,39600.0,58716.0,30994.0,64800.0
119,PlayStation Vita,2.0,5.0,36000.0,36000.0,0.0,36000.0,36000.0
119,Wii,19.0,52.0,35304.0,43414.0,53840.0,23400.0,72000.0
119,Wii U,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,Xbox One,0.0,3.0,0.0,0.0,0.0,0.0,0.0
114,Browser,1.0,2.0,900.0,0.0,0.0,900.0,900.0
114,Mobile,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,PC,2.0,6.0,780.0,1020.0,0.0,780.0,1020.0
115,PC,1.0,3.0,14400.0,0.0,0.0,14400.0,14400.0
111,Emulated,18.0,57.0,60146.0,60274.0,80909.0,25200.0,111120.0
111,Mobile,6.0,13.0,40050.0,43230.0,75600.0,37140.0,75600.0
111,Nintendo 3DS,90.0,152.0,39397.0,73852.0,85165.0,15540.0,186347.0
111,Nintendo DS,389.0,987.0,37806.0,65558.0,79244.0,7200.0,129600.0
111,PC,257.0,328.0,37148.0,58623.0,72218.0,7200.0,190800.0
111,PlayStation 4,60.0,115.0,35851.0,63521.0,64458.0,18000.0,108000.0
111,PlayStation 5,5.0,6.0,27720.0,72000.0,52200.0,19440.0,72000.0
111,PlayStation Vita,28.0,66.0,41455.0,55680.0,65608.0,30600.0,90000.0
111,Xbox One,6.0,7.0,28525.0,36000.0,46800.0,16601.0,46800.0
111,Xbox Series X/S,2.0,5.0,29700.0,0.0,72960.0,29700.0,72960.0
116,PC,1.0,1.0,0.0,56700.0,0.0,56700.0,56700.0
117,Browser,6.0,8.0,1719.0,0.0,1650.0,1313.0,2400.0
120,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,NES,13.0,29.0,3325.0,8818.0,10722.0,1024.0,17908.0
121,Emulated,0.0,3.0,0.0,0.0,0.0,0.0,0.0
121,Nintendo 64,6.0,18.0,23899.0,41400.0,0.0,10997.0,46800.0
121,PC,2.0,13.0,14100.0,0.0,43200.0,14100.0,43200.0
121,PlayStation,30.0,123.0,22406.0,36451.0,47608.0,10788.0,102840.0
121,PlayStation 2,1.0,2.0,0.0,0.0,79200.0,79200.0,79200.0
121,PlayStation 3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
121,PlayStation Portable,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121,PlayStation Vita,0.0,1.0,0.0,0.0,0.0,0.0,0.0
122,PlayStation,1.0,2.0,10800.0,0.0,0.0,10800.0,10800.0
122,PlayStation Portable,0.0,1.0,0.0,0.0,0.0,0.0,0.0
125,PC,3.0,1.0,56013.0,66222.0,92024.0,56013.0,92024.0
127,PC,5.0,12.0,126000.0,246600.0,127800.0,108000.0,324000.0
128,PC,8.0,25.0,37440.0,69360.0,226800.0,32400.0,226800.0
124,Browser,5.0,8.0,300.0,0.0,711.0,300.0,900.0
124,PC,0.0,2.0,0.0,0.0,0.0,0.0,0.0
130,Nintendo Switch,80.0,169.0,32789.0,58920.0,74447.0,13418.0,165600.0
130,PC,957.0,2139.0,34657.0,55295.0,71017.0,12669.0,291840.0
130,PlayStation 4,70.0,159.0,33824.0,46001.0,58992.0,20700.0,122316.0
130,PlayStation 5,2.0,4.0,20700.0,0.0,0.0,19800.0,21600.0
130,Xbox One,12.0,25.0,41620.0,53515.0,54939.0,18540.0,79651.0
130,Xbox Series X/S,5.0,6.0,25500.0,70859.0,144120.0,25500.0,207600.0
132,PC,1.0,2.0,20400.0,0.0,0.0,20400.0,20400.0
134,PC,175.0,450.0,35824.0,35586.0,38020.0,14400.0,75600.0
136,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,NES,7.0,18.0,6300.0,3215.0,12617.0,2830.0,20392.0
137,PlayStation Portable,3.0,4.0,19624.0,0.0,72000.0,17648.0,72000.0
131,PC,4.0,5.0,22604.0,0.0,0.0,15600.0,30276.0
131,Xbox 360,15.0,55.0,17300.0,56496.0,125225.0,6600.0,405480.0
131,Xbox One,1.0,5.0,0.0,61200.0,0.0,61200.0,61200.0
138,PC,4.0,6.0,32400.0,27900.0,25200.0,25200.0,32400.0
139,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,PC,15.0,50.0,60748.0,46800.0,331200.0,21600.0,331200.0
141,PC,5.0,24.0,31185.0,39600.0,0.0,16200.0,39600.0
142,PC,12.0,37.0,26237.0,36000.0,22240.0,13320.0,39915.0
143,PC,40.0,164.0,14687.0,39120.0,76800.0,7200.0,90000.0
143,PlayStation Vita,2.0,6.0,12000.0,0.0,0.0,9600.0,14400.0
144,PC,11.0,23.0,18117.0,21835.0,46440.0,7889.0,47040.0
144,Xbox One,0.0,2.0,0.0,0.0,0.0,0.0,0.0
144,Xbox Series X/S,1.0,1.0,9840.0,0.0,0.0,9840.0,9840.0
145,Nintendo DS,6.0,9.0,60840.0,57840.0,81480.0,50580.0,81480.0
149,PC,2.0,5.0,40440.0,0.0,0.0,29820.0,51060.0
152,PC,104.0,321.0,9160.0,12556.0,35667.0,3900.0,71760.0
152,Xbox 360,1.0,2.0,0.0,0.0,36000.0,36000.0,36000.0
153,PC,23.0,116.0,15880.0,22170.0,115200.0,7200.0,147600.0
146,PC,3.0,4.0,0.0,23779.0,31950.0,23779.0,36000.0
146,Xbox 360,25.0,68.0,26403.0,44906.0,52340.0,19237.0,108000.0
146,Xbox One,2.0,5.0,26972.0,36000.0,0.0,26972.0,36000.0
154,Mobile,1.0,2.0,18000.0,0.0,0.0,18000.0,18000.0
154,PC,20.0,106.0,10823.0,19185.0,72600.0,3960.0,122400.0
156,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,NES,22.0,45.0,4131.0,3595.0,4800.0,1225.0,26100.0
159,Browser,3.0,10.0,5900.0,0.0,0.0,5700.0,6300.0
159,PC,13.0,30.0,6349.0,8425.0,0.0,3600.0,11520.0
161,PC,1.0,8.0,19834.0,0.0,0.0,19834.0,19834.0
162,PC,3.0,3.0,18750.0,0.0,25200.0,8700.0,28800.0
165,Emulated,14.0,57.0,78123.0,82800.0,97269.0,57600.0,122787.0
165,Mobile,7.0,30.0,84825.0,91560.0,63000.0,63000.0,92400.0
165,Nintendo 3DS,14.0,37.0,80955.0,90000.0,83796.0,64020.0,100140.0
165,Nintendo DS,136.0,545.0,84224.0,87145.0,83294.0,36000.0,163620.0
165,Wii U,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163,PlayStation 2,2.0,9.0,14213.0,0.0,0.0,14025.0,14400.0
163,PlayStation 3,1.0,9.0,6792.0,0.0,0.0,6792.0,6792.0
163,Wii,0.0,2.0,0.0,0.0,0.0,0.0,0.0
163,Xbox 360,9.0,47.0,14610.0,0.0,14400.0,7080.0,21600.0
166,Emulated,14.0,32.0,13347.0,19260.0,0.0,10020.0,20520.0
166,PlayStation 2,81.0,173.0,16043.0,25716.0,98075.0,9000.0,180000.0
166,PlayStation 3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,Emulated,8.0,11.0,8012.0,34200.0,0.0,4800.0,34200.0
167,PlayStation,42.0,98.0,11193.0,20953.0,48990.0,4440.0,57600.0
167,PlayStation Portable,0.0,2.0,0.0,0.0,0.0,0.0,0.0
168,Emulated,9.0,16.0,11386.0,40350.0,0.0,3974.0,72000.0
168,PlayStation,38.0,96.0,15294.0,40513.0,38400.0,4162.0,54000.0
168,PlayStation 2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,PlayStation Portable,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,PlayStation Vita,1.0,1.0,0.0,0.0,23623.0,23623.0,23623.0
169,Emulated,15.0,20.0,21267.0,46473.0,0.0,16620.0,66441.0
169,PlayStation 2,71.0,135.0,25492.0,45594.0,120024.0,13920.0,180000.0
169,PlayStation 4,13.0,21.0,26597.0,43200.0,125551.0,14580.0,136682.0
171,Emulated,5.0,11.0,14338.0,25200.0,0.0,7200.0,25200.0
171,PlayStation Portable,27.0,47.0,13967.0,19906.0,112512.0,5100.0,180000.0
171,PlayStation Vita,1.0,3.0,12962.0,0.0,0.0,12962.0,12962.0
170,Xbox 360,37.0,95.0,32965.0,56867.0,180000.0,14532.0,180000.0
170,Xbox One,6.0,10.0,27864.0,40668.0,0.0,24023.0,40668.0
170,Xbox Series X/S,0.0,1.0,0.0,0.0,0.0,0.0,0.0
172,Emulated,13.0,23.0,13388.0,29436.0,0.0,7368.0,36000.0
172,PlayStation 2,52.0,105.0,16377.0,29587.0,100992.0,7800.0,180000.0
173,PC,101.0,330.0,31561.0,54453.0,317254.0,17771.0,500580.0
173,PlayStation 3,13.0,35.0,30953.0,51661.0,0.0,20332.0,84242.0
173,Xbox 360,16.0,48.0,31511.0,30600.0,288000.0,23100.0,288000.0
175,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
175,Nintendo 3DS,50.0,63.0,16001.0,27389.0,65070.0,9480.0,128520.0
176,Emulated,2.0,2.0,23850.0,0.0,0.0,15300.0,32400.0
176,PlayStation Portable,18.0,31.0,26009.0,25576.0,239765.0,15780.0,239765.0
177,Atari 7800,0.0,2.0,0.0,0.0,0.0,0.0,0.0
178,PC,2.0,87.0,3600.0,0.0,131520.0,3600.0,131520.0
180,Browser,19.0,25.0,930.0,1839.0,1296.0,458.0,2700.0
180,PC,5.0,9.0,1500.0,0.0,1183.0,508.0,1800.0
181,PC,1.0,1.0,252000.0,0.0,0.0,252000.0,252000.0
183,Atari 2600,1.0,2.0,1587.0,0.0,0.0,1587.0,1587.0
186,PC,10.0,38.0,44652.0,47400.0,44220.0,39600.0,57600.0
184,PC,0.0,2.0,0.0,0.0,0.0,0.0,0.0
185,Mobile,1.0,1.0,0.0,49949.0,0.0,49949.0,49949.0
188,Amstrad CPC,1.0,1.0,4916.0,0.0,0.0,4916.0,4916.0
188,Sega Master System,2.0,3.0,4757.0,0.0,0.0,4713.0,4800.0
189,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
191,Emulated,15.0,32.0,18447.0,18782.0,28800.0,13152.0,28800.0
191,Super Nintendo,126.0,293.0,17453.0,19830.0,20988.0,8400.0,40530.0
191,Wii,2.0,9.0,17820.0,32400.0,0.0,17820.0,32400.0
191,Wii U,1.0,1.0,0.0,19500.0,0.0,19500.0,19500.0
187,PlayStation,3.0,7.0,12570.0,0.0,0.0,7200.0,19800.0
192,Emulated,1.0,3.0,18000.0,0.0,0.0,18000.0,18000.0
192,Super Nintendo,12.0,42.0,15225.0,0.0,0.0,3060.0,33423.0
193,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
193,PlayStation,0.0,3.0,0.0,0.0,0.0,0.0,0.0
194,PlayStation,1.0,2.0,0.0,21600.0,0.0,21600.0,21600.0
196,PC,77.0,186.0,4363.0,4500.0,5288.0,1800.0,10800.0
196,PlayStation Vita,65.0,142.0,4605.0,5242.0,5260.0,2160.0,14350.0
198,PC,50.0,107.0,6139.0,6940.0,8280.0,4320.0,14400.0
199,PC,24.0,61.0,8135.0,9680.0,9882.0,6840.0,13320.0
199,PlayStation 3,0.0,2.0,0.0,0.0,0.0,0.0,0.0
200,PC,20.0,55.0,6784.0,11160.0,8010.0,4500.0,13020.0
200,PlayStation 3,0.0,2.0,0.0,0.0,0.0,0.0,0.0
203,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
203,Game Boy Advance,6.0,16.0,10213.0,0.0,0.0,7460.0,13200.0
204,Emulated,13.0,39.0,51038.0,62610.0,0.0,24600.0,83280.0
204,Game Boy Advance,97.0,389.0,52414.0,85719.0,108000.0,25562.0,202740.0
204,Nintendo DS,1.0,2.0,0.0,77820.0,0.0,77820.0,77820.0
204,Wii U,12.0,23.0,56021.0,76020.0,0.0,35940.0,94620.0
201,Sega Mega Drive/Genesis,1.0,2.0,32340.0,0.0,0.0,32340.0,32340.0
205,Emulated,3.0,17.0,97200.0,134340.0,0.0,86400.0,134340.0
205,Game Boy Advance,44.0,211.0,96311.0,141288.0,389640.0,43200.0,720000.0
205,Nintendo 3DS,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205,Nintendo DS,1.0,4.0,0.0,141180.0,0.0,141180.0,141180.0
205,Wii U,3.0,4.0,120480.0,143100.0,0.0,86400.0,154560.0
206,Emulated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
206,Nintendo 3DS,4.0,11.0,53751.0,136800.0,0.0,49902.0,164880.0
206,Nintendo DS,54.0,159.0,79261.0,141048.0,326850.0,39600.0,396000.0
207,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
207,Nintendo 3DS,6.0,17.0,87000.0,119480.0,0.0,72000.0,154920.0
207,Nintendo DS,58.0,223.0,87685.0,228439.0,972000.0,64800.0,1620000.0
207,Wii U,1.0,1.0,71880.0,0.0,0.0,71880.0,71880.0
208,Emulated,1.0,1.0,18000.0,0.0,0.0,18000.0,18000.0
208,NES,4.0,7.0,4769.0,8588.0,0.0,3660.0,15460.0
208,PC,1.0,1.0,0.0,14400.0,0.0,14400.0,14400.0
208,Sega Master System,1.0,1.0,0.0,0.0,15600.0,15600.0,15600.0
210,PC,47.0,113.0,28703.0,28625.0,30725.0,18000.0,39600.0
210,Xbox,11.0,27.0,29325.0,30060.0,43200.0,25200.0,43200.0
211,Atari 2600,24.0,64.0,873.0,3750.0,3360.0,180.0,4680.0
211,Emulated,1.0,4.0,0.0,0.0,7395.0,7395.0,7395.0
211,Plug & Play,1.0,2.0,0.0,2520.0,0.0,2520.0,2520.0
213,Mobile,2.0,3.0,0.0,208800.0,252000.0,208800.0,252000.0
213,Nintendo 3DS,2.0,2.0,81748.0,0.0,0.0,64860.0,98635.0
212,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,Emulated,1.0,6.0,20432.0,0.0,0.0,20432.0,20432.0
214,Game Boy,12.0,22.0,6099.0,0.0,3300.0,3300.0,9480.0
214,Game Boy Advance,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,Game Boy Color,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,MSX,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,NES,27.0,96.0,10147.0,8452.0,15772.0,3540.0,25489.0
214,Wii,0.0,1.0,0.0,0.0,0.0,0.0,0.0
214,Wii U,0.0,1.0,0.0,0.0,0.0,0.0,0.0
216,Emulated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
216,NES,8.0,34.0,5977.0,5400.0,0.0,3600.0,7200.0
215,Emulated,0.0,3.0,0.0,0.0,0.0,0.0,0.0
215,Game Boy,3.0,8.0,9291.0,0.0,9000.0,5982.0,12600.0
