gameID,platform,count_comp,count_total,comp_main,comp_plus,comp_100,comp_low,comp_high
6572,Sega Mega Drive/Genesis,2.0,6.0,62100.0,0.0,0.0,52200.0,72000.0
6572,Super Nintendo,0.0,5.0,0.0,0.0,0.0,0.0,0.0
6579,Nintendo GameCube,1.0,4.0,0.0,180000.0,0.0,180000.0,180000.0
6579,PlayStation 2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6579,Xbox,2.0,5.0,0.0,0.0,114660.0,72000.0,157320.0
6584,Emulated,1.0,1.0,154800.0,0.0,0.0,154800.0,154800.0
6584,Nintendo DS,9.0,10.0,144329.0,188924.0,0.0,104230.0,385200.0
6584,PlayStation 3,1.0,3.0,0.0,162000.0,0.0,162000.0,162000.0
6581,Super Nintendo,1.0,4.0,30780.0,0.0,0.0,30780.0,30780.0
6582,Sega Mega Drive/Genesis,4.0,9.0,29000.0,0.0,108000.0,4200.0,108000.0
6582,Super Nintendo,0.0,3.0,0.0,0.0,0.0,0.0,0.0
6586,PC,8.0,24.0,24721.0,0.0,28334.0,19205.0,28800.0
6587,Nintendo GameCube,2.0,8.0,17682.0,0.0,0.0,13764.0,21600.0
6587,Xbox,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6592,Wii,2.0,2.0,17400.0,0.0,9386.0,9386.0,17400.0
6592,Xbox 360,7.0,11.0,11033.0,0.0,13765.0,9367.0,19200.0
6588,Game Boy Advance,3.0,5.0,3600.0,5400.0,7200.0,3600.0,7200.0
6588,PC,1.0,4.0,3600.0,0.0,0.0,3600.0,3600.0
6588,PlayStation,0.0,4.0,0.0,0.0,0.0,0.0,0.0
6588,PlayStation 2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6593,PC,4.0,11.0,0.0,0.0,4645.0,3600.0,6840.0
6590,Emulated,1.0,1.0,11820.0,0.0,0.0,11820.0,11820.0
6590,Game Boy Advance,4.0,10.0,33416.0,0.0,12707.0,7028.0,54000.0
6590,Nintendo DS,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6590,Nintendo GameCube,9.0,17.0,12435.0,12600.0,16200.0,4576.0,32400.0
6590,PlayStation 2,9.0,35.0,27720.0,25200.0,43200.0,18000.0,43200.0
6591,Emulated,26.0,38.0,76392.0,121542.0,187667.0,41422.0,216000.0
6591,PlayStation 3,380.0,681.0,75226.0,130047.0,244795.0,36000.0,406800.0
6591,Xbox 360,123.0,225.0,75061.0,135703.0,247628.0,41344.0,396000.0
6591,Xbox Series X/S,1.0,1.0,36000.0,0.0,0.0,36000.0,36000.0
6585,Nintendo Switch,230.0,292.0,160059.0,213622.0,390434.0,93600.0,576003.0
6585,PC,154.0,242.0,138795.0,191072.0,321682.0,79800.0,491580.0
6585,PlayStation 3,848.0,1387.0,166125.0,211442.0,342637.0,80100.0,612000.0
6585,PlayStation 4,115.0,172.0,157105.0,192929.0,326703.0,86400.0,504000.0
6585,PlayStation 5,3.0,5.0,104400.0,0.0,413957.0,104400.0,521913.0
6585,PlayStation Now,2.0,2.0,173250.0,0.0,0.0,166500.0,180000.0
6585,Xbox One,1.0,1.0,0.0,593280.0,0.0,593280.0,593280.0
6585,Xbox Series X/S,5.0,5.0,168390.0,155740.0,0.0,133980.0,192780.0
6596,Xbox,0.0,4.0,0.0,0.0,0.0,0.0,0.0
6589,Game Boy Advance,1.0,13.0,6157.0,0.0,0.0,6157.0,6157.0
6589,Nintendo DS,0.0,6.0,0.0,0.0,0.0,0.0,0.0
6589,Nintendo GameCube,1.0,20.0,0.0,0.0,46800.0,46800.0,46800.0
6589,PlayStation 2,6.0,31.0,19200.0,46540.0,0.0,14400.0,72960.0
6594,3DO,1.0,2.0,3600.0,0.0,0.0,3600.0,3600.0
6594,Emulated,1.0,2.0,0.0,0.0,12987.0,12987.0,12987.0
6594,Nintendo Switch,5.0,13.0,5310.0,9195.0,2100.0,2100.0,9390.0
6594,PC,1.0,3.0,1800.0,0.0,0.0,1800.0,1800.0
6594,PlayStation 4,1.0,7.0,2460.0,0.0,0.0,2460.0,2460.0
6594,Sega CD,3.0,9.0,4800.0,0.0,1560.0,1560.0,7200.0
6595,Arcade,6.0,16.0,2557.0,0.0,0.0,699.0,5400.0
6595,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6595,Nintendo Switch,3.0,6.0,2229.0,0.0,0.0,1724.0,3222.0
6595,PC,2.0,3.0,2427.0,0.0,0.0,2208.0,2645.0
6595,PlayStation 3,1.0,3.0,2700.0,0.0,0.0,2700.0,2700.0
6595,Sega Saturn,4.0,9.0,2775.0,0.0,0.0,1200.0,3900.0
6595,Xbox 360,2.0,4.0,1800.0,31500.0,0.0,1800.0,31500.0
6595,Xbox One,3.0,3.0,2100.0,0.0,18000.0,1800.0,18000.0
6597,Emulated,2.0,3.0,19620.0,0.0,0.0,15360.0,23880.0
6597,Nintendo 64,5.0,8.0,29160.0,29610.0,45060.0,25920.0,45060.0
6597,PC,1.0,5.0,36000.0,0.0,0.0,36000.0,36000.0
6597,PlayStation,12.0,45.0,20751.0,29700.0,54690.0,9209.0,62580.0
6597,PlayStation 3,1.0,1.0,13570.0,0.0,0.0,13570.0,13570.0
6599,PC,21.0,27.0,9281.0,12419.0,10320.0,7200.0,18000.0
6601,Emulated,1.0,4.0,7200.0,0.0,0.0,7200.0,7200.0
6601,PC,73.0,191.0,9361.0,14898.0,24014.0,4200.0,38520.0
6601,PlayStation 2,2.0,6.0,8580.0,0.0,14400.0,8580.0,14400.0
6601,PlayStation 3,12.0,25.0,10157.0,12440.0,27900.0,3600.0,36000.0
6601,Sega Saturn,27.0,85.0,11158.0,20443.0,18075.0,4800.0,28800.0
6601,Xbox 360,7.0,13.0,7745.0,7594.0,0.0,5850.0,10800.0
6601,Xbox One,0.0,4.0,0.0,0.0,0.0,0.0,0.0
6601,Xbox Series X/S,1.0,2.0,0.0,13500.0,0.0,13500.0,13500.0
6598,Dreamcast,1.0,4.0,28800.0,0.0,0.0,28800.0,28800.0
6598,PlayStation,8.0,17.0,23776.0,17880.0,24990.0,15120.0,28800.0
6605,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6606,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6603,NES,3.0,8.0,6600.0,0.0,25200.0,6000.0,25200.0
6603,Nintendo Switch,4.0,7.0,4920.0,0.0,16480.0,4920.0,25200.0
6604,Emulated,1.0,2.0,21420.0,0.0,0.0,21420.0,21420.0
6604,PlayStation 2,5.0,19.0,32400.0,28800.0,0.0,22800.0,43200.0
6602,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6602,Wii,20.0,61.0,15189.0,23918.0,22640.0,4767.0,41100.0
6602,Wii U,1.0,3.0,12025.0,0.0,0.0,12025.0,12025.0
6608,Mobile,5.0,13.0,7200.0,15403.0,0.0,7200.0,22809.0
6608,Nintendo Switch,3.0,3.0,9300.0,0.0,0.0,7200.0,10800.0
6608,PC,149.0,420.0,9916.0,13980.0,37448.0,4800.0,58020.0
6608,PlayStation Vita,28.0,53.0,9639.0,18900.0,36684.0,5400.0,54000.0
6608,Wii U,7.0,7.0,9072.0,0.0,30690.0,6840.0,31380.0
6612,Xbox 360,26.0,60.0,17010.0,50914.0,90000.0,8100.0,126000.0
6609,PC,29.0,94.0,13337.0,17640.0,15379.0,6600.0,21600.0
6613,Xbox 360,9.0,15.0,21461.0,37800.0,111600.0,15923.0,180000.0
6610,PC,18.0,63.0,12003.0,57150.0,59580.0,5700.0,158760.0
6615,Arcade,19.0,41.0,3007.0,0.0,2642.0,2355.0,3762.0
6615,Emulated,5.0,6.0,3060.0,0.0,4500.0,2640.0,4500.0
6607,Mobile,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6607,Nintendo 3DS,11.0,16.0,10980.0,14900.0,30480.0,9000.0,36000.0
6607,PC,192.0,523.0,9900.0,13737.0,25029.0,3060.0,58800.0
6614,Arcade,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6614,PlayStation 2,4.0,10.0,3519.0,8280.0,7272.0,2548.0,8280.0
6620,Emulated,1.0,1.0,0.0,0.0,6547.0,6547.0,6547.0
6620,Sega Master System,14.0,24.0,5527.0,0.0,13050.0,2160.0,14400.0
6617,Game Boy,2.0,2.0,30509.0,0.0,0.0,29658.0,31359.0
6618,Emulated,4.0,7.0,9384.0,14400.0,0.0,7200.0,18000.0
6618,Game Boy Advance,15.0,37.0,11127.0,21600.0,12450.0,6900.0,28800.0
6622,PlayStation 3,12.0,38.0,24942.0,23400.0,0.0,18840.0,36000.0
6622,Xbox 360,20.0,62.0,27483.0,39600.0,36000.0,21600.0,46800.0
6622,Xbox Series X/S,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6623,Nintendo Switch,3.0,5.0,20584.0,0.0,0.0,18000.0,24960.0
6623,PC,15.0,31.0,29799.0,48338.0,0.0,16349.0,90000.0
6623,PlayStation 3,16.0,51.0,23783.0,42900.0,0.0,16200.0,57600.0
6623,PlayStation 4,1.0,7.0,28800.0,0.0,0.0,28800.0,28800.0
6623,PlayStation 5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6623,Wii U,28.0,47.0,27918.0,50680.0,63272.0,16881.0,67260.0
6623,Xbox 360,8.0,32.0,26700.0,41700.0,280800.0,14400.0,280800.0
6623,Xbox One,5.0,10.0,28536.0,0.0,0.0,21600.0,36000.0
6623,Xbox Series X/S,5.0,7.0,29942.0,42300.0,0.0,21427.0,54000.0
6616,PC,28.0,80.0,34406.0,28278.0,29440.0,19845.0,75600.0
6616,Xbox 360,26.0,71.0,32877.0,32400.0,32400.0,23895.0,43538.0
6621,Emulated,14.0,36.0,7878.0,17100.0,15716.0,3404.0,27168.0
6621,NES,121.0,320.0,10660.0,11881.0,14564.0,900.0,50400.0
6621,Nintendo 3DS,3.0,6.0,7380.0,0.0,14100.0,7380.0,17160.0
6621,Nintendo Switch,29.0,65.0,8518.0,0.0,19755.0,1320.0,28800.0
6621,PC,3.0,5.0,23740.0,0.0,0.0,22980.0,25200.0
6621,Super Nintendo,4.0,11.0,8160.0,0.0,13140.0,6480.0,13140.0
6621,TurboGrafx-16,1.0,3.0,0.0,0.0,6673.0,6673.0,6673.0
6621,Wii,4.0,5.0,19110.0,0.0,0.0,10800.0,33240.0
6621,Wii U,3.0,7.0,11520.0,0.0,0.0,9660.0,13500.0
6619,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6619,Xbox,35.0,128.0,64209.0,89445.0,148080.0,33910.0,208440.0
6619,Xbox 360,1.0,5.0,0.0,72000.0,0.0,72000.0,72000.0
6627,Emulated,3.0,10.0,14327.0,10800.0,5167.0,5167.0,14327.0
6627,NES,42.0,135.0,8809.0,7200.0,9570.0,1200.0,19200.0
6627,Super Nintendo,2.0,5.0,10710.0,0.0,0.0,7020.0,14400.0
6627,Wii,1.0,2.0,9000.0,0.0,0.0,9000.0,9000.0
6629,Emulated,1.0,1.0,0.0,0.0,4001.0,4001.0,4001.0
6629,Game Boy,32.0,60.0,3761.0,6750.0,4290.0,1493.0,14400.0
6629,Game Boy Color,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6628,Emulated,5.0,12.0,31500.0,10196.0,3642.0,3642.0,46800.0
6628,NES,23.0,91.0,8397.0,10800.0,9000.0,3180.0,19721.0
6628,Nintendo 3DS,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6628,Wii,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6628,Wii U,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6625,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6625,Nintendo 3DS,2.0,2.0,19500.0,31560.0,0.0,19500.0,31560.0
6625,Nintendo DS,25.0,93.0,19849.0,23640.0,0.0,14400.0,28800.0
6630,Emulated,1.0,1.0,0.0,86400.0,0.0,86400.0,86400.0
6630,Nintendo Switch,6.0,9.0,37425.0,38573.0,163482.0,28800.0,163482.0
6630,PC,40.0,61.0,49178.0,60267.0,157500.0,21445.0,259200.0
6630,PlayStation 3,63.0,169.0,51697.0,59537.0,68400.0,28619.0,90000.0
6630,PlayStation 4,4.0,9.0,49391.0,34680.0,0.0,34680.0,58173.0
6630,PlayStation 5,2.0,3.0,45142.0,0.0,0.0,41514.0,48770.0
6630,PlayStation Vita,15.0,36.0,45198.0,56523.0,331200.0,25200.0,331200.0
6630,Xbox One,5.0,7.0,60560.0,43260.0,0.0,39480.0,82714.0
6630,Xbox Series X/S,4.0,7.0,43920.0,46800.0,0.0,35760.0,57600.0
6624,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6624,Xbox,28.0,84.0,59560.0,100418.0,286380.0,22620.0,286380.0
6624,Xbox 360,5.0,12.0,44850.0,86400.0,0.0,43200.0,100800.0
6624,Xbox One,9.0,19.0,52130.0,108090.0,0.0,23872.0,145980.0
6624,Xbox Series X/S,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6626,PlayStation 3,2.0,4.0,36000.0,45000.0,0.0,36000.0,45000.0
6626,Xbox 360,51.0,213.0,50166.0,68364.0,116400.0,29360.0,162000.0
6626,Xbox One,11.0,20.0,51757.0,57600.0,0.0,32400.0,68400.0
6626,Xbox Series X/S,4.0,5.0,44597.0,56598.0,0.0,36000.0,61200.0
6633,Emulated,1.0,2.0,9000.0,0.0,0.0,9000.0,9000.0
6633,Super Nintendo,2.0,11.0,14400.0,0.0,0.0,7200.0,21600.0
6634,Atari 7800,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6634,Emulated,1.0,1.0,2142.0,0.0,0.0,2142.0,2142.0
6636,PC,2.0,2.0,5054.0,0.0,0.0,2908.0,7200.0
6635,Nintendo 3DS,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6635,Nintendo DS,2.0,2.0,15420.0,0.0,13200.0,13200.0,15420.0
6635,PC,1.0,5.0,14400.0,0.0,0.0,14400.0,14400.0
6631,Nintendo Switch,3.0,5.0,32931.0,0.0,0.0,28800.0,35493.0
6631,PC,28.0,49.0,35071.0,58183.0,0.0,28500.0,93600.0
6631,PlayStation 3,52.0,151.0,43035.0,52885.0,402990.0,32400.0,540000.0
6631,PlayStation 4,2.0,7.0,37800.0,0.0,0.0,36000.0,39600.0
6631,PlayStation 5,1.0,2.0,36000.0,0.0,0.0,36000.0,36000.0
6631,PlayStation Now,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6631,PlayStation Vita,4.0,10.0,34577.0,0.0,0.0,30308.0,36000.0
6631,Xbox One,3.0,5.0,37140.0,0.0,0.0,32220.0,43200.0
6631,Xbox Series X/S,3.0,6.0,42600.0,0.0,162739.0,42540.0,162739.0
6642,PlayStation,1.0,12.0,28800.0,0.0,0.0,28800.0,28800.0
6646,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6646,Nintendo 3DS,1.0,11.0,44040.0,0.0,0.0,44040.0,44040.0
6646,Nintendo DS,37.0,318.0,84759.0,144277.0,423000.0,18000.0,720000.0
6647,Nintendo 3DS,18.0,63.0,50700.0,86580.0,152340.0,16920.0,156600.0
6649,PC,12.0,31.0,1400.0,0.0,18182.0,720.0,27427.0
6643,Nintendo DS,6.0,21.0,46500.0,61200.0,55800.0,35100.0,72000.0
6653,Emulated,7.0,12.0,27780.0,43969.0,0.0,27780.0,50993.0
6653,Nintendo Switch,219.0,360.0,41022.0,49648.0,76268.0,21736.0,163800.0
6653,PC,43.0,73.0,35247.0,48029.0,58650.0,27960.0,72000.0
6653,Wii,182.0,525.0,39485.0,50922.0,82771.0,18000.0,208800.0
6653,Wii U,3.0,8.0,41760.0,39240.0,41138.0,39240.0,41760.0
6651,PlayStation,5.0,12.0,34599.0,101100.0,115200.0,1490.0,115200.0
6645,Game Boy,2.0,10.0,9000.0,0.0,0.0,7200.0,10800.0
6645,NES,7.0,27.0,23280.0,18000.0,21600.0,18000.0,36000.0
6650,Atari 2600,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6652,PlayStation Portable,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6652,PlayStation Vita,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6644,Wii U,91.0,379.0,37284.0,90399.0,171355.0,3889.0,251400.0
6656,PlayStation,3.0,11.0,9600.0,0.0,18600.0,5400.0,18600.0
6661,Browser,6.0,16.0,2038.0,0.0,2733.0,1800.0,3100.0
6661,PC,4.0,11.0,3900.0,2880.0,2520.0,2400.0,5400.0
6658,PC,147.0,480.0,9454.0,12409.0,23717.0,4200.0,44100.0
6658,PlayStation 4,2.0,6.0,10800.0,7140.0,0.0,7140.0,10800.0
6658,PlayStation 5,2.0,2.0,0.0,7200.0,0.0,7200.0,7200.0
6658,Xbox One,5.0,16.0,7823.0,23400.0,27000.0,6646.0,29160.0
6657,PC,58.0,161.0,41622.0,53337.0,71830.0,24720.0,90000.0
6655,Emulated,4.0,5.0,0.0,56895.0,0.0,43320.0,75000.0
6655,PlayStation 3,53.0,107.0,49239.0,65786.0,109899.0,30360.0,163612.0
6664,PlayStation 2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6665,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6665,PlayStation 3,14.0,56.0,2942.0,43200.0,5619.0,1200.0,43200.0
6667,Nintendo DS,1.0,4.0,10680.0,0.0,0.0,10680.0,10680.0
6654,Emulated,11.0,14.0,28315.0,37386.0,0.0,22082.0,43414.0
6654,Nintendo Switch,139.0,237.0,28590.0,35915.0,43626.0,18000.0,66678.0
6654,PC,29.0,50.0,26660.0,37094.0,35280.0,18360.0,49200.0
6654,Wii,145.0,371.0,30770.0,41118.0,55457.0,18000.0,93600.0
6654,Wii U,4.0,5.0,28110.0,38280.0,48787.0,25500.0,48787.0
6669,Nintendo 3DS,6.0,9.0,5530.0,0.0,0.0,4440.0,7680.0
6669,PC,70.0,183.0,5664.0,9507.0,27600.0,3300.0,27600.0
6669,Wii U,2.0,2.0,3750.0,0.0,0.0,1800.0,5700.0
6671,Nintendo DS,1.0,2.0,20460.0,0.0,0.0,20460.0,20460.0
6672,PC,6.0,26.0,21650.0,0.0,0.0,16980.0,29820.0
6666,PC,6.0,10.0,40483.0,0.0,59580.0,36720.0,59580.0
6673,Amiga,6.0,15.0,17340.0,5400.0,0.0,1800.0,36000.0
6673,Atari ST,0.0,3.0,0.0,0.0,0.0,0.0,0.0
6673,Commodore 64,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6673,NES,5.0,6.0,4956.0,0.0,0.0,1980.0,9300.0
6673,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6675,Nintendo DS,28.0,37.0,89138.0,114837.0,178425.0,55920.0,204060.0
6684,PC,8.0,16.0,56760.0,53140.0,85260.0,46800.0,94920.0
6674,Emulated,2.0,4.0,21060.0,0.0,0.0,10800.0,31320.0
6674,Super Nintendo,2.0,6.0,20130.0,0.0,11407.0,11407.0,20130.0
6678,PC,51.0,101.0,47575.0,104800.0,159800.0,25440.0,226800.0
6681,PC,0.0,39.0,0.0,0.0,0.0,0.0,0.0
6682,Nintendo 64,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6682,PlayStation,4.0,20.0,32400.0,33780.0,0.0,28800.0,36540.0
6683,PlayStation 3,1.0,1.0,10800.0,0.0,0.0,10800.0,10800.0
6683,PlayStation Portable,1.0,2.0,9900.0,0.0,0.0,9900.0,9900.0
6688,Emulated,1.0,1.0,0.0,0.0,90293.0,90293.0,90293.0
6688,Sega Saturn,1.0,1.0,0.0,0.0,12000.0,12000.0,12000.0
6688,Super Nintendo,1.0,1.0,0.0,0.0,269433.0,269433.0,269433.0
6686,Emulated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6686,NES,2.0,11.0,14400.0,0.0,0.0,14400.0,14400.0
6692,Emulated,2.0,4.0,23460.0,0.0,0.0,18120.0,28800.0
6692,PC,91.0,179.0,21060.0,25692.0,30323.0,11700.0,38100.0
6692,PlayStation 2,34.0,74.0,22257.0,27667.0,33990.0,12900.0,43200.0
6692,Xbox,3.0,10.0,22170.0,36000.0,0.0,14400.0,36000.0
6692,Xbox 360,1.0,1.0,12600.0,0.0,0.0,12600.0,12600.0
6687,PC,26.0,55.0,12410.0,15386.0,35640.0,8640.0,43200.0
6687,Wii,4.0,13.0,0.0,16590.0,20250.0,10380.0,27000.0
6687,Wii U,2.0,2.0,9540.0,0.0,35100.0,9540.0,35100.0
6691,PC,1.0,1.0,0.0,36000.0,0.0,36000.0,36000.0
6691,Super Nintendo,3.0,3.0,24367.0,0.0,0.0,19800.0,32900.0
6685,Mobile,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6685,PlayStation Vita,11.0,6.0,21529.0,27000.0,35040.0,18000.0,45031.0
6694,PC,3.0,5.0,28854.0,0.0,0.0,21600.0,43361.0
6693,Emulated,2.0,4.0,28465.0,0.0,0.0,25500.0,31430.0
6693,PC,41.0,84.0,24907.0,28606.0,29068.0,16800.0,43200.0
6693,PlayStation 2,20.0,64.0,27636.0,26700.0,24364.0,19800.0,36000.0
6693,PlayStation Portable,0.0,10.0,0.0,0.0,0.0,0.0,0.0
6693,Wii,2.0,4.0,37860.0,0.0,0.0,30120.0,45600.0
6695,PC,14.0,55.0,20645.0,14400.0,36169.0,14400.0,54000.0
6696,PC,28.0,64.0,5342.0,6330.0,8491.0,1380.0,15840.0
6699,Game Boy,2.0,3.0,3000.0,0.0,1818.0,1818.0,3000.0
6697,Wii,1.0,2.0,2700.0,0.0,0.0,2700.0,2700.0
6698,Nintendo GameCube,1.0,3.0,21600.0,0.0,0.0,21600.0,21600.0
6700,Emulated,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6700,PC,41.0,182.0,57406.0,54458.0,54735.0,25200.0,93600.0
6700,PlayStation,24.0,111.0,48996.0,59694.0,52056.0,18000.0,76390.0
6700,PlayStation 2,1.0,2.0,0.0,79200.0,0.0,79200.0,79200.0
6700,PlayStation 3,1.0,2.0,0.0,57600.0,0.0,57600.0,57600.0
6700,PlayStation Portable,1.0,2.0,63656.0,0.0,0.0,63656.0,63656.0
6704,Browser,3.0,3.0,1203.0,0.0,0.0,1128.0,1320.0
6705,PC,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6702,Nintendo Switch,5.0,9.0,36000.0,52830.0,0.0,28800.0,55260.0
6702,PC,24.0,65.0,45282.0,48036.0,73573.0,28800.0,128220.0
6702,PlayStation 3,2.0,14.0,46800.0,54000.0,0.0,46800.0,54000.0
6702,PlayStation Vita,3.0,3.0,0.0,48493.0,0.0,36000.0,55200.0
6702,Xbox,11.0,54.0,43020.0,56640.0,60555.0,38700.0,82800.0
6702,Xbox Series X/S,1.0,1.0,0.0,55800.0,0.0,55800.0,55800.0
6701,Emulated,1.0,4.0,43200.0,0.0,0.0,43200.0,43200.0
6701,PC,71.0,370.0,45114.0,54506.0,48216.0,18000.0,86400.0
6701,PlayStation,45.0,181.0,47903.0,43768.0,56015.0,15084.0,126000.0
6701,PlayStation 3,0.0,5.0,0.0,0.0,0.0,0.0,0.0
6701,PlayStation Portable,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6701,PlayStation Vita,1.0,1.0,0.0,36000.0,0.0,36000.0,36000.0
6707,PC,30.0,84.0,31970.0,50490.0,45545.0,14400.0,111600.0
6703,Mobile,2.0,4.0,31503.0,0.0,0.0,19805.0,43200.0
6703,Nintendo Switch,10.0,17.0,33589.0,48630.0,0.0,24000.0,55800.0
6703,PC,67.0,152.0,40014.0,52722.0,65976.0,19810.0,129600.0
6703,PlayStation 3,16.0,41.0,31141.0,51940.0,58050.0,14400.0,78300.0
6703,PlayStation Vita,21.0,40.0,37200.0,47629.0,80130.0,25200.0,108000.0
6703,Xbox,13.0,52.0,45801.0,96120.0,1177200.0,36000.0,1177200.0
6709,PC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6711,Arcade,1.0,1.0,960.0,0.0,0.0,960.0,960.0
6711,Nintendo 64,4.0,9.0,2394.0,7200.0,18000.0,1187.0,18000.0
6712,PC,2.0,8.0,25200.0,0.0,0.0,25200.0,25200.0
6715,PC,105.0,267.0,9539.0,15958.0,93540.0,3720.0,151200.0
6706,Emulated,2.0,1.0,162000.0,234000.0,0.0,162000.0,234000.0
6706,PlayStation 2,40.0,121.0,135512.0,166423.0,247254.0,72000.0,413309.0
6706,PlayStation 3,5.0,8.0,150114.0,162182.0,306689.0,144000.0,306689.0
6706,PlayStation 4,3.0,6.0,0.0,0.0,175680.0,144000.0,209220.0
6710,PC,89.0,199.0,41788.0,52846.0,66166.0,25560.0,104400.0
6710,PlayStation 3,8.0,8.0,69460.0,77152.0,179820.0,40500.0,182520.0
6710,Xbox 360,4.0,4.0,48960.0,50400.0,0.0,43200.0,53280.0
6716,Emulated,2.0,4.0,154358.0,0.0,0.0,151636.0,157080.0
6716,Nintendo 64,12.0,35.0,114062.0,251417.0,540000.0,64800.0,540000.0
6716,Wii,1.0,2.0,288000.0,0.0,0.0,288000.0,288000.0
6716,Wii U,4.0,4.0,161720.0,213000.0,0.0,126780.0,213000.0
6717,Emulated,3.0,10.0,90000.0,104400.0,0.0,90000.0,111600.0
6717,PlayStation,3.0,7.0,96337.0,115200.0,0.0,50400.0,180000.0
6717,PlayStation 3,1.0,1.0,0.0,0.0,162000.0,162000.0,162000.0
6717,Super Nintendo,7.0,21.0,68873.0,107520.0,288000.0,50400.0,288000.0
6717,Wii,1.0,2.0,139800.0,0.0,0.0,139800.0,139800.0
6720,PlayStation,1.0,2.0,7200.0,0.0,0.0,7200.0,7200.0
6719,Amiga,0.0,6.0,0.0,0.0,0.0,0.0,0.0
6719,PC,0.0,6.0,0.0,0.0,0.0,0.0,0.0
6719,PlayStation,2.0,3.0,0.0,0.0,81278.0,72555.0,90000.0
6722,PC,3.0,4.0,17100.0,0.0,28080.0,12600.0,28080.0
6721,PC,14.0,66.0,37556.0,38046.0,55275.0,14520.0,90000.0
6724,PlayStation 2,22.0,37.0,97528.0,113509.0,112380.0,65580.0,165823.0
6724,PlayStation 4,22.0,23.0,90540.0,121723.0,105845.0,68880.0,206640.0
6729,PlayStation,15.0,25.0,6331.0,44885.0,97781.0,2857.0,97781.0
6732,PC,2.0,2.0,600.0,0.0,1800.0,600.0,1800.0
6730,Xbox 360,1.0,5.0,2100.0,0.0,0.0,2100.0,2100.0
6728,Nintendo 64,0.0,4.0,0.0,0.0,0.0,0.0,0.0
6735,Browser,3.0,3.0,864.0,0.0,0.0,767.0,955.0
6725,Emulated,3.0,6.0,0.0,159603.0,208800.0,101406.0,217800.0
6725,Nintendo Switch,304.0,456.0,113692.0,135490.0,182043.0,65895.0,270000.0
6725,PC,228.0,443.0,108915.0,144772.0,184128.0,52740.0,295200.0
6725,PlayStation 2,167.0,460.0,141157.0,168521.0,208314.0,79200.0,370896.0
6725,PlayStation 3,171.0,305.0,123907.0,150464.0,189344.0,72000.0,264666.0
6725,PlayStation 4,131.0,241.0,120259.0,147618.0,199271.0,69860.0,328380.0
6725,PlayStation 5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6725,Wii,126.0,319.0,129831.0,167006.0,225539.0,53400.0,360000.0
6725,Wii U,5.0,8.0,107080.0,181144.0,234000.0,93420.0,234000.0
6725,Xbox One,31.0,41.0,117541.0,141703.0,204925.0,90540.0,361239.0
6733,Dreamcast,5.0,9.0,61540.0,86220.0,0.0,51079.0,89400.0
6733,PC,22.0,70.0,49477.0,63900.0,52365.0,25200.0,84060.0
6738,Browser,7.0,7.0,816.0,0.0,1347.0,749.0,1347.0
6727,Emulated,1.0,1.0,0.0,72488.0,0.0,72488.0,72488.0
6727,Nintendo 3DS,11.0,22.0,79461.0,80996.0,78515.0,68700.0,95160.0
6727,Nintendo DS,84.0,183.0,76707.0,83535.0,95809.0,51840.0,136800.0
