,Unnamed: 0,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
4673,7677,/games/boxart/full_38028AmericaFrontccc.jpg,One Finger Death Punch,And,Action,Unknown,Silver Dollar Games,,,,,,,,,,,2020-02-29
4674,14861,/games/boxart/full_7905093AmericaFrontccc.jpg,One Finger Death Punch,PC,Fighting,Silver Dollar Games,Silver Dollar Games,,,8.0,0.67,,,,,,2014-03-03,2019-02-08
4675,7682,/games/boxart/full_7807665AmericaFrontccc.jpg,One Piece: World Seeker,PC,Action,Bandai Namco Entertainment,Ganbarion,,,,,,,,,,2019-03-15,2019-03-22
4676,7683,/games/boxart/full_3257007AmericaFrontccc.jpg,One Piece: World Seeker,XOne,Action,Bandai Namco Entertainment,Ganbarion,,,,,,,,,,2019-03-15,2019-03-22
4677,7684,/games/boxart/full_3045255AmericaFrontccc.jpg,One Piece: World Seeker,PS4,Action,Bandai Namco Entertainment,Ganbarion,,,,,,,,,,2019-03-15,2019-03-22
4678,7692,/games/boxart/default.jpg,ORION: Prelude,PC,Action,Unknown,Spiral Game Studios,,,,,,,,,,,2019-03-26
4679,7694,/games/boxart/full_3075127AmericaFrontccc.jpeg,Outcast: Second Contact,PC,Action,Bigben Interactive,Unknown,,,,,,,,,,2017-11-14,
4680,9030,/games/boxart/full_360340AmericaFrontccc.jpg,Outcast: Second Contact,PS4,Adventure,Maximum Games,Bigben Interactive,,,,,0.06,0.05,,,0.01,2017-11-14,2018-09-12
4681,13358,/games/boxart/full_9132244PALFrontccc.jpg,Outcast: Second Contact,XOne,Adventure,Bigben Interactive,Bigben Interactive,,,,,,,,,,2017-11-28,2018-09-12
4682,7702,/games/boxart/full_1612725AmericaFrontccc.jpg,Panda Love,WiiU,Action,RCMADIAX,RCMADIAX,,,,,,,,,,2016-09-01,2018-01-06
4683,7703,/games/boxart/default.jpg,Pang Adventures,PC,Action,Unknown,DotEmu,,,,,,,,,,,2019-01-06
4684,7704,/games/boxart/default.jpg,Pang Adventures,XOne,Action,Unknown,DotEmu,,,,,,,,,,,2019-01-06
4685,7705,/games/boxart/default.jpg,Pang Adventures,NS,Action,Unknown,DotEmu,6.0,,,,,,,,,,2019-01-06
4686,7706,/games/boxart/default.jpg,Pang Adventures,PS4,Action,Unknown,DotEmu,,,,,,,,,,,2019-01-06
4687,7707,/games/boxart/full_6582132AmericaFrontccc.png,Pankapu,NS,Action,Plug In Digital,Plug In Digital,,,,,,,,,,2017-09-28,2018-03-25
4688,7708,/games/boxart/default.jpg,Panty Party,NS,Action,Unknown,Animu Game,,,,,,,,,,,2019-01-07
4689,7723,/games/boxart/full_126460AmericaFrontccc.png,Phantom Trigger,NS,Action,TinyBuild Games,TinyBuild Games,,,,,,,,,,2017-08-10,2018-03-25
4690,7732,/games/boxart/full_8495762AmericaFrontccc.jpg,Pizza Titan Ultra,PS4,Action,Breakfall,Breakfall,,,8.5,,,,,,,2018-08-21,2018-09-09
4691,7739,/games/boxart/full_8258597AmericaFrontccc.jpg,Project Nimbus,PC,Action,GameTomo,GameCrafterTeam,,,,,,,,,,2017-09-26,2019-05-14
4692,7746,/games/boxart/full_1830281AmericaFrontccc.jpg,Raging Justice,NS,Action,Unknown,MakinGames Ltd,,,,,,,,,,,2018-02-02
4693,7747,/games/boxart/default.jpg,Raging Justice,PC,Action,Unknown,MakinGames Ltd,,,,,,,,,,,2018-02-04
4694,7748,/games/boxart/default.jpg,Raging Justice,XOne,Action,Unknown,MakinGames Ltd,,,,,,,,,,,2018-02-02
4695,7749,/games/boxart/default.jpg,Raging Justice,PS4,Action,Unknown,MakinGames Ltd,,,,,,,,,,,2018-02-04
4696,7769,/games/boxart/full_6333553AmericaFrontccc.png,Retro City Rampage DX,NS,Action,Vblank Entertainment Inc.,Vblank Entertainment Inc.,,,,,,,,,,2017-10-19,2018-01-17
4697,7778,/games/boxart/full_5877405AmericaFrontccc.jpg,River City: Rival Showdown,3DS,Action,Natsume,Arc System Works,,,,,,,,,,2017-11-21,2018-04-24
4698,7785,/games/boxart/default.jpg,Robocraft,PC,Action,Unknown,Freejam,,,,,,,,,,,2019-03-26
4699,7786,/games/boxart/full_8640923AmericaFrontccc.png,Robonauts,NS,Action,Unknown,QubicGames,,,,,,,,,,,2018-02-02
4700,7787,/games/boxart/full_9165023AmericaFrontccc.png,Rocket Fist,NS,Action,Bitten Toast Games,Bitten Toast Games,,,,,,,,,,2017-08-10,2018-03-25
4701,7788,/games/boxart/default.jpg,Rocket Wars,PC,Action,Unknown,Rooftop Panda,,,,,,,,,,,2019-11-12
4702,7789,/games/boxart/default.jpg,Rocket Wars,NS,Action,Unknown,Rooftop Panda,6.0,,,,,,,,,,2019-11-12
4703,7790,/games/boxart/default.jpg,Rogue Aces,PS4,Action,Unknown,Infinite State Games,,,,,,,,,,,2018-04-27
4704,7791,/games/boxart/default.jpg,Rogue Aces,PSV,Action,Unknown,Infinite State Games,,,,,,,,,,,2018-04-27
4705,7792,/games/boxart/full_7939433AmericaFrontccc.png,Rogue Aces,NS,Action,Unknown,Infinite State Games,6.0,,,,,,,,,,2018-04-27
4706,7796,/games/boxart/full_667177AmericaFrontccc.png,Samurai Gunn,PC,Action,Maxistentialism,Teknopants,,8.0,,,,,,,,2013-12-11,2018-01-21
4707,7799,/games/boxart/full_2241978AmericaFrontccc.jpg,Savage Resurrection,PC,Action,S2 Games,S2 Games,,,,,,,,,,2016-08-18,2019-04-01
4708,7816,/games/boxart/full_9208263AmericaFrontccc.png,Shantae and the Pirate's Curse,NS,Action,WayForward,WayForward,,,,,,,,,,2018-03-20,2018-07-04
4709,27367,/games/boxart/full_2518996AmericaFrontccc.jpg,Shantae and the Pirate's Curse,PC,Platform,WayForward,WayForward,,,,0.14,,,,,,2015-04-23,2019-04-22
4710,27484,/games/boxart/full_6998329AmericaFrontccc.jpg,Shantae and the Pirate's Curse,3DS,Platform,WayForward Technologies,WayForward Technologies,,7.7,,,0.1,0.05,0.04,,0.01,2016-10-18,2018-01-31
4711,29245,/games/boxart/full_7298484AmericaFrontccc.png,Shantae and the Pirate's Curse,WiiU,Platform,WayForward Technologies,WayForward Technologies,,,,,,,,,,2014-12-25,2018-07-04
4712,7818,/games/boxart/full_3999670AmericaFrontccc.png,Shiny the Firefly,WiiU,Action,Unknown,Padaone Games,,,,,,,,,,,2018-01-05
4713,24334,/games/boxart/default.jpg,Shiny the Firefly,And,Misc,Headup Games,Unknown,,,,,,,,,,2013-04-25,
4714,7819,/games/boxart/full_5890007AmericaFrontccc.png,Shovel Knight: Specter of Torment,NS,Action,Yacht Club Games,Yacht Club Games,,,,,,,,,,2017-03-03,2018-03-25
4715,7825,/games/boxart/default.jpg,Space Overlords,PS4,Action,Unknown,12 Hit Combo,,,,,,,,,,,2018-08-14
4716,7828,/games/boxart/full_3742446AmericaFrontccc.png,Sparkle 2,NS,Action,10tons Ltd,10tons Ltd,,,,,,,,,,2017-09-28,2019-04-06
4717,32862,/games/boxart/full_4178040AmericaFrontccc.png,Sparkle 2,And,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2013-06-18,2019-04-06
4718,32863,/games/boxart/full_7290385AmericaFrontccc.jpg,Sparkle 2,PSV,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2014-05-20,2019-04-06
4719,32864,/games/boxart/full_4254281AmericaFrontccc.jpg,Sparkle 2,PC,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2013-06-18,2019-04-06
4720,32865,/games/boxart/full_8634848AmericaFrontccc.jpg,Sparkle 2,OSX,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2014-03-20,2019-04-06
4721,32866,/games/boxart/full_4288611AmericaFrontccc.jpg,Sparkle 2,PS4,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2014-05-20,2019-04-06
4722,32867,/games/boxart/full_7310355AmericaFrontccc.png,Sparkle 2,iOS,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2013-06-20,2019-04-06
4723,32868,/games/boxart/full_7362132AmericaFrontccc.png,Sparkle 2,WinP,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2013-06-18,2019-04-06
4724,33484,/games/boxart/full_102799AmericaFrontccc.jpg,Sparkle 2,XOne,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2016-01-27,2019-04-06
4725,33485,/games/boxart/full_8875359AmericaFrontccc.jpg,Sparkle 2,PS3,Puzzle,10tons Ltd,10tons Ltd,,,,,,,,,,2014-11-26,2019-04-06
4726,7835,/games/boxart/full_8805836AmericaFrontccc.png,Stardust Galaxy Warriors: Stellar Climax,NS,Action,Unknown,Dreamloop Games,,,,,,,,,,,2018-07-08
4727,7850,/games/boxart/default.jpg,Streets of Rogue,XOne,Action,Unknown,Matt Dabrowski,,,,,,,,,,,2019-07-15
4728,7851,/games/boxart/default.jpg,Streets of Rogue,NS,Action,Unknown,Matt Dabrowski,7.0,,,,,,,,,,2019-07-13
4729,7852,/games/boxart/default.jpg,Streets of Rogue,PS4,Action,Unknown,Matt Dabrowski,,,,,,,,,,,2019-07-15
4730,13784,/games/boxart/full_9782302AmericaFrontccc.jpg,Streets of Rogue,PC,Action-Adventure,Unknown,Matt Dabrowski,,,,0.37,,,,,,,2019-02-10
4731,7853,/games/boxart/full_7553254AmericaFrontccc.png,Strikers 1945,NS,Action,Zerodiv,ZeroDiv,,,,,,,,,,2017-08-03,2018-03-25
4732,42819,/games/boxart/full_4756637AmericaFrontccc.jpg,Strikers 1945,PS,Shooter,Agetec,Psikyo,,,,,0.12,0.07,,0.05,0.01,2001-03-27,
4733,43106,/games/boxart/full_9288563JapanFrontccc.jpg,Strikers 1945,SAT,Shooter,Atlus,Psikyo,,,,,0.05,,0.05,,,1996-06-28,
4734,7854,/games/boxart/full_1127812AmericaFrontccc.png,Strikers 1945 II,NS,Action,Zerodiv,ZeroDiv,,,,,,,,,,2018-01-25,2018-03-25
4735,7855,/games/boxart/full_609099PALFrontccc.jpg,Strikers Edge,PC,Action,Unknown,Unknown,,,,,,,,,,,2020-03-23
4736,7856,/games/boxart/full_662283PALFrontccc.jpg,Strikers Edge,PS4,Action,Unknown,Unknown,,,,,,,,,,,2020-03-23
4737,7859,/games/boxart/default.jpg,Sundered,PS4,Action,Unknown,Thunder Lotus Games,,,,,,,,,,,2018-01-06
4738,7860,/games/boxart/default.jpg,Sundered,OSX,Action,Unknown,Thunder Lotus Games,,,,,,,,,,,2018-01-06
4739,7861,/games/boxart/full_7859972AmericaFrontccc.jpg,Sundered,PC,Action,Unknown,Thunder Lotus Games,,,,,,,,,,,2018-01-06
4740,7862,/games/boxart/default.jpg,Sundered,Linux,Action,Unknown,Thunder Lotus Games,,,,,,,,,,,2018-01-06
4741,7868,/games/boxart/full_1089344AmericaFrontccc.png,Super Daryl Deluxe,NS,Action,Dan & Gary Games,Dan & Gary Games,8.0,,,,,,,,,2018-04-10,2018-03-23
4742,14490,/games/boxart/default.jpg,Super Daryl Deluxe,PS4,Action-Adventure,Unknown,Dan & Gary Games,,,,,,,,,,,2018-04-15
4743,14491,/games/boxart/default.jpg,Super Daryl Deluxe,PC,Action-Adventure,Unknown,Dan & Gary Games,,,,,,,,,,,2018-04-15
4744,7869,/games/boxart/default.jpg,Super Mutant Alien Assault,NS,Action,Unknown,Cybernate,6.0,,,,,,,,,,2019-07-04
4745,7870,/games/boxart/default.jpg,Super Mutant Alien Assault,PS4,Action,Unknown,Cybernate,,,,,,,,,,,2019-07-04
4746,7871,/games/boxart/default.jpg,Super Mutant Alien Assault,PC,Action,Unknown,Cybernate,,,,,,,,,,,2019-07-04
4747,7872,/games/boxart/default.jpg,Super Mutant Alien Assault,XOne,Action,Unknown,Cybernate,,,,,,,,,,,2019-07-04
4748,7873,/games/boxart/default.jpg,Super Mutant Alien Assault,PSV,Action,Unknown,Cybernate,,,,,,,,,,,2019-07-04
4749,7875,/games/boxart/default.jpg,SUPER ROBO MOUSE,WiiU,Action,Unknown,RCMADIAX,,,,,,,,,,,2018-01-17
4750,7878,/games/boxart/full_6431949AmericaFrontccc.png,Tallowmere,NS,Action,Teyon,Teyon,,,,,,,,,,2017-11-09,2018-03-26
4751,7881,/games/boxart/full_2137265AmericaFrontccc.png,Tesla vs Lovecraft,NS,Action,10tons,10tons Ltd,,,,,,,,,,2018-03-16,2018-03-25
4752,7887,/games/boxart/default.jpg,The Deadly Tower of Monsters,PS4,Action,Atlus,ACE Team,,,,,,,,,,2016-01-19,2018-01-06
4753,7888,/games/boxart/default.jpg,The Deadly Tower of Monsters,PC,Action,Atlus,ACE Team,,,,,,,,,,2016-01-19,2018-01-06
4754,7889,/games/boxart/full_2460537AmericaFrontccc.png,The Final Station,NS,Action,TinyBuild Games,Do My Best,7.0,,,,,,,,,2018-02-23,2018-02-22
4755,13901,/games/boxart/full_2970981AmericaFrontccc.jpg,The Final Station,PC,Action-Adventure,Unknown,Oleg Sergeev,,,,0.15,,,,,,,2019-03-27
4756,14513,/games/boxart/full_7574906AmericaFrontccc.jpg,The Final Station,PS4,Action-Adventure,Unknown,TinyBuild Games,,,,,,,,,,,2018-04-25
4757,7897,/games/boxart/full_2752079AmericaFrontccc.jpg,The Mummy Demastered,PC,Action,WayForward Technologies,WayForward Technologies,,,,,,,,,,2017-10-24,
4758,7898,/games/boxart/full_1588326AmericaFrontccc.jpeg,The Mummy Demastered,PS4,Action,WayForward Technologies,WayForward Technologies,,,,,,,,,,2017-10-24,
4759,7899,/games/boxart/full_1502413AmericaFrontccc.png,The Mummy Demastered,NS,Action,WayForward Technologies,WayForward Technologies,,,,,,,,,,2017-10-24,
4760,7900,/games/boxart/full_4853397AmericaFrontccc.jpeg,The Mummy Demastered,XOne,Action,WayForward Technologies,WayForward Technologies,,,,,,,,,,2017-10-24,
4761,7903,/games/boxart/default.jpg,The Quiet Man,PC,Action,Unknown,Human Head Studios,,,,,,,,,,,2019-03-30
4762,7904,/games/boxart/default.jpg,The Quiet Man,PS4,Action,Unknown,Human Head Studios,,,,,,,,,,,2019-03-30
4763,7908,/games/boxart/full_8340460AmericaFrontccc.jpg,Thief Gold,PC,Action,Eidos Interactive,Looking Glass Studios,,,,,,,,,,1999-10-26,2018-06-29
4764,7909,/games/boxart/full_2056529AmericaFrontccc.jpg,Thumper,PC,Action,Unknown,Drool,,,,,,,,,,,2018-02-20
4765,7910,/games/boxart/default.jpg,Thumper,PS4,Action,Unknown,Drool,,,,,,,,,,,2018-02-20
4766,7911,/games/boxart/default.jpg,Thumper,iOS,Action,Unknown,Drool,,,,,,,,,,,2018-02-20
4767,7912,/games/boxart/full_3415968AmericaFrontccc.jpg,Thumper,XOne,Action,Unknown,Drool,,,,,,,,,,,2018-02-20
4768,26506,/games/boxart/full_4349865AmericaFrontccc.png,Thumper,NS,Music,Drool,Drool,,9.0,9.3,,,,,,,2017-05-18,2018-02-20
4769,7913,/games/boxart/full_9305477AmericaFrontccc.png,Time Recoil,NS,Action,10tons,10tons Ltd,,,,,,,,,,2017-10-26,2018-03-26
4770,7925,/games/boxart/full_6179718AmericaFrontccc.jpg,Torchlight II,NS,Action,Runic Games,Runic Games,8.0,,,,,,,,,2019-09-03,2019-09-03
4771,7926,/games/boxart/full_6058322AmericaFrontccc.jpg,Torchlight II,XOne,Action,Runic Games,Runic Games,,,,,,,,,,2019-09-03,2019-09-03
4772,7927,/games/boxart/full_5253324AmericaFrontccc.jpg,Torchlight II,PS4,Action,Runic Games,Runic Games,,,,,,,,,,2019-09-03,2019-09-03
4773,36857,/games/boxart/full_6432034AmericaFrontccc.jpg,Torchlight II,PC,Role-Playing,Runic Games,Runic Games,,,,3.0,,,,,,2012-09-20,
4774,7936,/games/boxart/full_3150877AmericaFrontccc.jpg,Travis Strikes Again: No More Heroes,NS,Action,Grasshopper Manufacture Inc.,Grasshopper Manufacture,,8.0,,,,,,,,2019-01-18,2019-03-24
4775,14551,/games/boxart/full_3087687AmericaFrontccc.jpg,Travis Strikes Again: No More Heroes,PS4,Action-Adventure,Marvelous,Grasshopper Manufacture,,,,,,,,,,2019-10-17,2019-08-06
4776,14552,/games/boxart/full_2062300AmericaFrontccc.jpg,Travis Strikes Again: No More Heroes,PC,Action-Adventure,Marvelous,Grasshopper Manufacture,,,,,,,,,,2019-10-17,2019-08-06
4777,7945,/games/boxart/full_5520706AmericaFrontccc.jpg,UBERMOSH Vol.3,PC,Action,Walter Machado,Walter Machado,,,,,,,,,,2016-08-15,2019-04-05
4778,7946,/games/boxart/full_2754607AmericaFrontccc.jpg,UBERMOSH Vol.5,PC,Action,Walter Machado,Walter Machado,,,,,,,,,,2017-05-25,2019-04-05
4779,7947,/games/boxart/full_5734271AmericaFrontccc.jpg,UBERMOSH Vol.7,PC,Action,Walter Machado,Walter Machado,,,,,,,,,,2019-02-26,2019-04-05
4780,7948,/games/boxart/full_7507009AmericaFrontccc.jpg,UBERMOSH:BLACK,PC,Action,Walter Machado,Walter Machado,,,,,,,,,,2016-02-17,2019-04-05
4781,7949,/games/boxart/full_5329349AmericaFrontccc.jpg,UBERMOSH:SANTICIDE,PC,Action,Walter Machado,Walter Machado,,,,,,,,,,2018-07-27,2019-04-05
4782,7950,/games/boxart/full_1100598AmericaFrontccc.jpg,UBERMOSH:WRAITH,PC,Action,Walter Machado,Walter Machado,,,,,,,,,,2017-01-29,2019-04-05
4783,7967,/games/boxart/full_3980101AmericaFrontccc.jpg,Vampire Hunter D,PS,Action,Jaleco,Victor Interactive Software,,,,,,,,,,2000-09-25,2018-01-01
4784,7968,/games/boxart/full_5468414AmericaFrontccc.png,Vampire: The Masquerade - Bloodlines 2,PC,Action,Paradox Interactive,Hardsuit Labs,,,,,,,,,,,2019-06-10
4785,14566,/games/boxart/full_8818000AmericaFrontccc.png,Vampire: The Masquerade - Bloodlines 2,PS4,Action-Adventure,Paradox Interactive,Hardsuit Labs,,,,,,,,,,,2019-06-16
4786,14567,/games/boxart/full_6315848AmericaFrontccc.png,Vampire: The Masquerade - Bloodlines 2,XSX,Action-Adventure,Paradox Interactive,Paradox Interactive,,,,,,,,,,2020-12-01,2020-05-07
4787,14568,/games/boxart/full_4480528AmericaFrontccc.png,Vampire: The Masquerade - Bloodlines 2,PS5,Action-Adventure,Paradox Interactive,Paradox Interactive,,,,,,,,,,2020-12-01,2020-06-17
4788,14569,/games/boxart/full_723404AmericaFrontccc.png,Vampire: The Masquerade - Bloodlines 2,XOne,Action-Adventure,Paradox Interactive,Hardsuit Labs,,,,,,,,,,,2019-06-16
4789,7972,/games/boxart/full_9261441AmericaFrontccc.png,Volgarr the Viking,NS,Action,Crazy Viking Studios,Crazy Viking Studios,,,,,,,,,,2017-10-05,2018-03-26
4790,17637,/games/boxart/full_1327219AmericaFrontccc.jpg,Volgarr the Viking,PC,Misc,Adult Swim,Unknown,,,,0.2,,,,,,2013-09-13,
4791,7973,/games/boxart/full_5387665AmericaFrontccc.png,Vostok Inc.,NS,Action,Wired Productions,Nosebleed Interactive,,,,,,,,,,2017-12-07,2018-03-26
4792,7974,/games/boxart/full_5378494PALFrontccc.jpg,Warframe,XOne,Action,Digital Extremes,Digital Extremes,,,,,,,,,,2014-09-02,2018-07-08
4793,25720,/games/boxart/full_8129423PALFrontccc.png,Warframe,PC,Misc,Digital Extremes,Digital Extremes,,,,,,,,,,2013-03-25,2018-07-08
4794,25721,/games/boxart/full_3411296AmericaFrontccc.png,Warframe,PS4,Misc,Digital Extremes,Digital Extremes,,,,,,,,,,2013-11-15,2018-07-08
4795,26182,/games/boxart/full_6610120AmericaFrontccc.png,Warframe,NS,Misc,Unknown,Digital Extremes,,,,,,,,,,,2018-07-08
4796,46605,/games/boxart/full_2424048AmericaFrontccc.png,Warframe,PS5,Shooter,Digital Extremes,Digital Extremes,,,,,,,,,,2020-12-01,2020-06-17
4797,46606,/games/boxart/full_1939123AmericaFrontccc.png,Warframe,XSX,Shooter,Digital Extremes,Digital Extremes,,,,,,,,,,2020-12-01,2020-06-17
4798,7978,/games/boxart/default.jpg,Warriors Orochi 4,PC,Action,Unknown,Koei Tecmo Games,,,,,,,,,,,2019-02-15
4799,7984,/games/boxart/default.jpg,Witch & Hero 3,NS,Action,Unknown,CIRCLE Entertainment,,,,,,,,,,,2018-03-25
4800,7996,/games/boxart/full_1171235AmericaFrontccc.jpg,Yakuza Kiwami 2,PC,Action,Sega,Sega,,,,,,,,,,2019-05-09,2019-05-02
4801,7997,/games/boxart/full_2489738AmericaFrontccc.png,Year Walk,WiiU,Action,Simogo,Simogo,,,,,,,,,,2015-09-17,2018-01-05
4802,13586,/games/boxart/default.jpg,Year Walk,PC,Adventure,Simogo,Simogo,,,,,,,,,,2014-03-06,2018-01-05
4803,13587,/games/boxart/default.jpg,Year Walk,OSX,Adventure,Unknown,Simogo,,,,,,,,,,,2018-01-06
4804,8001,/games/boxart/full_452226AmericaFrontccc.png,Zombeer,WiiU,Action,Unknown,Padaone Games,,,,,,,,,,,2018-01-05
4806,8012,/games/boxart/6809758ccc.jpg,Myst,PC,Adventure,Broderbund,Cyan Worlds,,8.9,,6.3,,,,,,1995-01-01,
4807,8842,/games/boxart/full_5549268AmericaFrontccc.jpg,Myst,DS,Adventure,Empire Interactive,Hopelite Research,,,,,0.1,0.09,,0.0,0.01,2008-05-13,
4808,8933,/games/boxart/7670966ccc.jpg,Myst,PS,Adventure,Psygnosis,Alfa System,,,,,0.07,,0.07,,0.0,1996-09-30,
4809,9040,/games/boxart/5932706ccc.jpg,Myst,SAT,Adventure,Acclaim Entertainment,SunSoft,,,,,0.06,,0.06,,0.0,1995-01-01,
4810,9626,/games/boxart/full_8710977PALFrontccc.jpg,Myst,PSP,Adventure,Midway Games,Cyan Worlds,,,,,0.01,,,0.01,0.0,2006-10-13,
4811,11772,/games/boxart/full_4592500AmericaFrontccc.jpg,Myst,PSN,Adventure,Midway Games,Hoplite Research,,,,,,,,,,2009-07-16,
4812,11773,/games/boxart/7815168ccc.jpg,Myst,3DO,Adventure,Sunsoft,Cyan Worlds,,,,,,,,,,1995-01-01,
4813,11774,/games/boxart/2122012ccc.jpg,Myst,AJ,Adventure,Atari,Cyan Worlds,,,,,,,,,,1995-01-01,
4814,8008,/games/boxart/full_1349358AmericaFrontccc.jpg,The Legend of Zelda: Ocarina of Time,N64,Adventure,Nintendo,Nintendo EAD,,9.9,10.0,7.6,,,,,,1998-11-23,
4815,12639,/games/boxart/default.jpg,The Legend of Zelda: Ocarina of Time,iQue,Adventure,Unknown,Nintendo EAD,,,,,,,,,,,
4816,12640,/games/boxart/full_9003150AmericaFrontccc.jpg,The Legend of Zelda: Ocarina of Time,VC,Adventure,Nintendo,Nintendo EAD,,8.9,,,,,,,,2007-02-26,
4817,8010,/games/boxart/full_2379938AmericaFrontccc.jpg,The Legend of Zelda: Twilight Princess,Wii,Adventure,Nintendo,Nintendo EAD,9.3,9.5,9.6,7.26,,,,,,2006-11-19,
4818,8084,/games/boxart/7566961ccc.jpg,The Legend of Zelda: Twilight Princess,GC,Adventure,Nintendo,Nintendo EAD,,9.5,,1.43,,,,,,2006-12-11,
4819,8011,/games/boxart/full_3817175AmericaFrontccc.jpg,The Legend of Zelda,NES,Adventure,Nintendo,Nintendo EAD,,,,6.51,,,,,,1987-08-22,
4820,12632,/games/boxart/3657220ccc.png,The Legend of Zelda,VC,Adventure,Nintendo,Nintendo EAD,,9.0,,,,,,,,2006-11-19,
4822,8013,/games/boxart/full_5092550AmericaFrontccc.png,Luigi's Mansion: Dark Moon,3DS,Adventure,Nintendo,Next Level Games,,8.6,,6.16,,,,,,2013-03-24,2018-01-01
4823,8014,/games/boxart/full_the-legend-of-zelda-ocarina-of-time-3d_127AmericaFront.jpg,The Legend of Zelda: Ocarina of Time 3D,3DS,Adventure,Nintendo,GREZZO,,9.3,,6.02,,,,,,2011-06-19,
4825,8041,/games/boxart/full_8354552AmericaFrontccc.jpg,Subnautica,PC,Adventure,Unknown Worlds Entertainment,Unknown Worlds Entertainment,4.0,,,2.87,,,,,,2018-01-23,2018-02-14
4826,8748,/games/boxart/full_9942993AmericaFrontccc.jpg,Subnautica,PS4,Adventure,Gearbox Software,Unknown Worlds Entertainment,,,,,0.12,0.07,,0.03,0.02,2018-12-04,2018-07-16
4827,8967,/games/boxart/full_8525080AmericaFrontccc.jpg,Subnautica,XOne,Adventure,Gearbox Software,Unknown Worlds Entertainment,,,,,0.07,0.06,,,0.01,2018-12-04,2018-07-16
4828,8017,/games/boxart/full_9653536AmericaFrontccc.jpg,The Legend of Zelda: Phantom Hourglass,DS,Adventure,Nintendo,Nintendo EAD,9.2,9.1,,4.76,,,,,,2007-10-02,
4829,8018,/games/boxart/1323877ccc.jpg,The Legend of Zelda: A Link to the Past,SNES,Adventure,Nintendo,Nintendo EAD,,10.0,,4.61,,,,,,1992-04-13,
4830,8043,/games/boxart/1424182ccc.jpg,The Legend of Zelda: A Link to the Past,GBA,Adventure,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",,9.6,,2.82,,,,,,2002-12-03,
4831,12635,/games/boxart/full_6438871AmericaFrontccc.jpg,The Legend of Zelda: A Link to the Past,VC,Adventure,Nintendo,Nintendo EAD,,9.5,,,,,,,,2007-01-22,
4832,8020,/games/boxart/full_9257520AmericaFrontccc.jpg,Professor Layton and the Curious Village,DS,Adventure,Nintendo,Level 5,,8.7,,4.49,,,,,,2008-02-10,
4833,8021,/games/boxart/full_6636308AmericaFrontccc.jpg,The Legend of Zelda: The Wind Waker,GC,Adventure,Nintendo,Nintendo EAD,,9.6,,4.43,,,,,,2003-03-26,
4834,13674,/games/boxart/full_5986308AmericaFrontccc.jpg,The Legend of Zelda: The Wind Waker,WiiU,Action-Adventure,Nintendo,Nintendo EAD,,9.3,,2.31,,,,,,2013-10-04,2018-03-20
4835,8022,/games/boxart/full_5047635AmericaFrontccc.jpg,Zelda II: The Adventure of Link,NES,Adventure,Nintendo,Nintendo EAD,,,,4.38,,,,,,1988-09-01,2018-01-28
4836,13018,/games/boxart/full_2617693AmericaFrontccc.jpg,Zelda II: The Adventure of Link,VC,Adventure,Nintendo,Nintendo EAD,,,,,,,,,,2007-06-04,
4837,8023,/games/boxart/full_6562868AmericaFrontccc.jpg,The Legend of Zelda: A Link Between Worlds,3DS,Adventure,Nintendo,Nintendo EAD,,9.3,,4.07,,,,,,2013-11-22,2018-01-05
4838,8025,/games/boxart/full_7372513AmericaFrontccc.jpg,Professor Layton and the Diabolical Box,DS,Adventure,Nintendo,Level 5,9.0,8.5,,3.88,,,,,,2009-08-24,
4839,8026,/games/boxart/full_8647453AmericaFrontccc.jpg,The Legend of Zelda: Link's Awakening,GB,Adventure,Nintendo,Nintendo EAD,,,,3.83,,,,,,1993-08-01,
4840,13653,/games/boxart/full_5009585AmericaFrontccc.jpg,The Legend of Zelda: Link's Awakening,NS,Action-Adventure,Nintendo,Nintendo,8.0,,,4.38,,,,,,2019-09-20,2019-06-11
4841,8027,/games/boxart/full_9630014AmericaFrontccc.jpg,LEGO Indiana Jones: The Original Adventures,X360,Adventure,LucasArts,Traveller's Tales,,7.5,,,3.76,2.4,,1.01,0.36,2008-06-03,
4842,8051,/games/boxart/full_9031048AmericaFrontccc.jpg,LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,Traveller's Tales,,7.8,,,2.35,1.51,,0.62,0.22,2008-06-03,
4843,8056,/games/boxart/full_2289063AmericaFrontccc.jpg,LEGO Indiana Jones: The Original Adventures,DS,Adventure,LucasArts,Traveller's Tales,,,,,2.2,1.4,,0.6,0.21,2008-06-03,
