,Unnamed: 0,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
21972,47828,/games/boxart/full_870382AmericaFrontccc.jpg,Restaurant Empire,PC,Simulation,Enlight,Enlight Software,,,,,0.0,,,0.0,0.0,2003-03-26,
21973,47832,/games/boxart/full_4291681PALFrontccc.jpg,Emergency 2016,PC,Simulation,Deep Silver,Sixteen Tons Entertainment,,,,,0.0,,,0.0,0.0,2015-10-16,2018-09-22
21974,47837,/games/boxart/full_2530024AmericaFrontccc.jpg,Cities XL,PC,Simulation,Monte Christo Multimedia,Monte Cristo Multimedia,,,,,0.0,,,0.0,0.0,2009-10-09,
21975,47852,/games/boxart/full_the-sims-2-freetime_563AmericaFront.jpg,The Sims 2: FreeTime,PC,Simulation,Electronic Arts,Maxis,,,,,0.0,,,0.0,0.0,2008-02-26,
21976,47853,/games/boxart/full_866047AmericaFrontccc.jpg,The Tower SP,GBA,Simulation,Sega,VIVARIUM Inc.,,,,,0.0,0.0,,0.0,0.0,2006-03-21,
21977,47855,/games/boxart/full_7915152AmericaFrontccc.jpg,Monster Rancher Advance,GBA,Simulation,Tecmo,Tecmo,,,,,0.0,0.0,,0.0,0.0,2001-11-28,
21978,47858,/games/boxart/full_7129831PALFrontccc.jpg,My Pet Hotel 2,DS,Simulation,Eidos Interactive,DTP Entertainment,,,,,0.0,,,0.0,0.0,2008-09-26,
21979,48765,/games/boxart/full_2512155PALFrontccc.jpg,My Pet Hotel 2,PC,Simulation,Eidos Interactive,Eidos Interactive,,,,,,,,,,2008-09-26,
21980,47860,/games/boxart/full_4792383PALFrontccc.jpg,WWII: Battle Over The Pacific,PSP,Simulation,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,0.0,,,0.0,0.0,2008-05-09,
21981,49277,/games/boxart/full_8629464PALFrontccc.jpg,WWII: Battle Over The Pacific,PC,Simulation,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,,,,,,2006-09-01,
21982,49278,/games/boxart/full_4350931PALFrontccc.jpg,WWII: Battle Over The Pacific,PS2,Simulation,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,,,,,,2006-09-29,
21983,49279,/games/boxart/full_121992PALFrontccc.png,WWII: Battle Over The Pacific,PSN,Simulation,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,,,,,,2009-02-26,
21984,47861,/games/boxart/full_2895320AmericaFrontccc.jpg,Combat Wings: Battle of Britain,PC,Simulation,Navarre Corp,City Interactive,,,,,0.0,,,0.0,0.0,2008-10-30,
21985,47863,/games/boxart/full_1106612AmericaFrontccc.jpg,Star Trek: Bridge Commander,PC,Simulation,Activision,Totally Games,,,,,0.0,,,0.0,0.0,2002-02-27,
21986,47869,/games/boxart/6409427ccc.jpg,Startopia,PC,Simulation,Eidos Interactive,Mucky Foot Productions,,,,,0.0,,,0.0,0.0,2001-06-16,
21987,47870,/games/boxart/full_180166AmericaFrontccc.jpg,F-22 Lightning 3,PC,Simulation,NovaLogic,NovaLogic,,,,,0.0,,,0.0,0.0,1999-05-25,
21988,47871,/games/boxart/full_1432725AmericaFrontccc.jpg,Farming Simulator 14,3DS,Simulation,Focus Home Interactive,Focus Home Interactive,,,,,0.0,,,0.0,0.0,2014-06-24,2019-05-02
21989,47874,/games/boxart/full_pacific-fighters_33AmericaFront.jpg,Pacific Fighters,PC,Simulation,Ubisoft,Maddox Games,,,,,0.0,,,0.0,0.0,2004-10-26,
21990,47878,/games/boxart/5478126ccc.jpg,Zoo Empire,PC,Simulation,Enlight,Enlight Software,,,,,0.0,,,0.0,0.0,2004-08-01,
21991,47879,/games/boxart/full_5503713AmericaFrontccc.jpg,Sea Trader: Rise of Taipan,GBA,Simulation,Jaleco,Jaleco Entertainment,,,,,0.0,0.0,,0.0,0.0,2003-01-03,
21992,47880,/games/boxart/full_8136445AmericaFrontccc.jpg,Restaurant Empire II,PC,Simulation,Paradox Interactive,Enlight Software,,,,,0.0,,,0.0,,2009-06-23,
21993,47882,/games/boxart/9455413ccc.jpg,Tropico 2: Pirate Cove,PC,Simulation,Gathering of Developers,Frog City Software,,8.3,,,0.0,,,0.0,0.0,2003-04-08,
21994,47887,/games/boxart/full_27996AmericaFrontccc.jpg,Eurofighter Typhoon,PC,Simulation,First Class Simulations,Rage Software,,,,,0.0,,,0.0,0.0,2001-07-30,
21995,47891,/games/boxart/full_8367866AmericaFrontccc.jpg,SimCity 3000,PC,Simulation,Electronic Arts,Maxis,,8.5,,,0.0,,,0.0,0.0,1998-03-15,
21996,47893,/games/boxart/full_4252871PALFrontccc.jpg,Kira Kira Pop Princess,DS,Simulation,505 Games,Dimple Entertainment,,,,,0.0,,,0.0,0.0,2008-03-07,
21997,47896,/games/boxart/full_8457388AmericaFrontccc.jpg,Silent Hunter II,PC,Simulation,Ubisoft,Ultimation Inc.,,,,,0.0,,,0.0,0.0,2001-11-05,
21998,47899,/games/boxart/full_3249929AmericaFrontccc.jpg,MechWarrior 4: Mercenaries,PC,Simulation,Microsoft Game Studios,FASA Studio,,,,,0.0,,,0.0,0.0,2002-11-07,
21999,47906,/games/boxart/full_7160136AmericaFrontccc.jpg,Dark Horizon,PC,Simulation,Paradox Interactive,Paradox Interactive,,,,,0.0,,,0.0,0.0,2008-10-13,
22000,47908,/games/boxart/full_349002AmericaFrontccc.jpg,The Political Machine 2008,PC,Simulation,Stardock,Stardock,,,,,0.0,,,0.0,0.0,2008-06-24,
22001,47914,/games/boxart/full_2075398AmericaFrontccc.jpg,Sub Command,PC,Simulation,Electronic Arts,Sonalysts,,,,,0.0,,,0.0,0.0,2001-09-12,
22002,47916,/games/boxart/full_trainz-simulator-12_865AmericaFront.jpg,Trainz Simulator 12,PC,Simulation,Unknown,N3VRF41L Publishing,,,,,0.0,,,0.0,0.0,2011-03-17,
22003,47920,/games/boxart/full_7063157AmericaFrontccc.jpg,Crimson Skies,PC,Simulation,Microsoft,Zipper Interactive,,,,,0.0,,,0.0,0.0,2000-09-17,
22004,47921,/games/boxart/full_542010PALFrontccc.jpg,Aces of War,PSP,Simulation,505 Games,Taito Corporation,,,,,0.0,,,0.0,0.0,2007-03-23,
22005,47978,/games/boxart/full_728331PALFrontccc.jpg,Aces of War,PS2,Simulation,505 Games,Marionette,,,,,,,,,,2007-03-23,
22006,47923,/games/boxart/5709635ccc.jpg,SimFarm,PC,Simulation,Maxis,Maxis Software,,,,,0.0,,,0.0,0.0,1993-01-01,
22007,47925,/games/boxart/full_wildlife-park-2_996AmericaFront.jpg,Wildlife Park 2,PC,Simulation,Deep Silver,B.Alive,,,,,0.0,,,0.0,,2006-07-17,
22008,47929,/games/boxart/6600041ccc.jpg,X2: The Threat,PC,Simulation,Enlight,Egosoft,,,,,0.0,,,0.0,0.0,2003-12-02,
22009,47933,/games/boxart/7909528ccc.jpg,Sid Meier's SimGolf,PC,Simulation,Electronic Arts,"Firaxis, Maxis",,,,,0.0,,,0.0,0.0,2002-01-23,
22010,47936,/games/boxart/full_7452426AmericaFrontccc.jpg,Comanche 4,PC,Simulation,NovaLogic,NovaLogic,,,,,0.0,,,0.0,,2001-11-12,
22011,47939,/games/boxart/8424138ccc.jpg,MechWarrior 4: Vengeance,PC,Simulation,Microsoft,FASA Studio,,,,,0.0,,,0.0,,2000-11-23,
22012,47946,/games/boxart/full_1869_967PALFront.jpg,1869,PC,Simulation,Unknown,Max Design,,,,,,,,,,1992-01-01,
22013,47948,/games/boxart/1415630ccc.jpg,1942: The Pacific Air War,PC,Simulation,Microprose,"MicroProse Software, Inc.",,,,,,,,,,1994-01-01,
22014,47952,/games/boxart/full_9590903PALFrontccc.jpg,7 Sins,PC,Simulation,Digital Jesters,Monte Cristo Multimedia,,,,,,,,,,2005-05-20,
22015,47953,/games/boxart/full_4473758PALFrontccc.jpg,7 Sins,PS2,Simulation,Digital Jesters,Monte Cristo Multimedia,,,,,,,,,,2005-05-20,
22016,47956,/games/boxart/full_9313148AmericaFrontccc.jpg,A Kingdom for Keflings,XBL,Simulation,NinjaBee,NinjaBee,,7.9,,,,,,,,2008-11-19,
22017,56032,/games/boxart/full_a-kingdom-for-keflings_194AmericaFront.jpg,A Kingdom for Keflings,PC,Strategy,NinjaBee,NinjaBee,,,,,,,,,,2010-03-30,
22018,47959,/games/boxart/full_a-world-of-keflings_8AmericaFront.jpg,A World of Keflings,XBL,Simulation,NinjaBee,NinjaBee,,8.0,,,,,,,,2010-12-22,
22019,49304,/games/boxart/full_5646741AmericaFrontccc.png,A World of Keflings,WiiU,Simulation,Unknown,NinjaBee,,,,,,,,,,,2018-01-05
22020,47963,/games/boxart/1747115ccc.jpg,A-Train,PC,Simulation,Maxis,ArtDink,,,,,,,,,,1992-01-01,
22021,55504,/games/boxart/full_4477582AmericaFrontccc.jpg,A-Train,PS,Strategy,Maxis,ArtDink,,6.0,,,0.08,0.02,0.04,0.01,0.01,1996-01-01,
22022,47964,/games/boxart/full_6022199PALFrontccc.jpg,A-Train 8,PC,Simulation,Bluestone Interactive,Interactive Entertainment,,,,,,,,,,2009-04-03,
22023,47965,/games/boxart/full_2576050JapanFrontccc.jpg,A-Train 9,PC,Simulation,Degica,ArtDink,,,,,,,,,,2014-05-23,2018-08-06
22024,47973,/games/boxart/full_ace-of-aces_10PALFront.jpg,Ace of Aces,MS,Simulation,Sega,Sega,,,,,,,,,,1991-01-01,
22025,47974,/games/boxart/9050922ccc.jpg,Ace of Aces,7800,Simulation,Atari,Artech Studios,,,,,,,,,,1988-01-01,
22026,47975,/games/boxart/full_aces-of-the-air_658AmericaFront.jpg,Aces of the Air,PS,Simulation,Agetec,A1 Games,,,,,,,,,,2002-09-26,
22027,47977,/games/boxart/4881738ccc.png,Aces of the Pacific,PC,Simulation,Sierra Entertainment,"Dynamix, Inc.",,,,,,,,,,1992-01-01,
22028,47984,/games/boxart/full_6138055AmericaFrontccc.png,Aero Porter,3DS,Simulation,Level 5,VIVARIUM Inc.,,7.2,,,,,,,,2012-11-29,2018-04-12
22029,47985,/games/boxart/6837827ccc.jpg,AeroWings,DC,Simulation,Crave Entertainment,CRI,,7.4,,,,,,,,1999-08-31,
22030,47988,/games/boxart/full_after-burner-climax_7PALFront.jpg,After Burner Climax,PSN,Simulation,Sega,Sega-AM2,,,7.2,,,,,,,2010-04-22,
22031,47989,/games/boxart/full_6705818AmericaFrontccc.jpg,After Burner Climax,XBL,Simulation,Sega,Sega-AM2,,,7.2,,,,,,,2010-04-21,
22032,47990,/games/boxart/1818393ccc.jpg,After Burner III,SCD,Simulation,Sega,Sega,,,,,,,,,,1993-05-10,
22033,47992,/games/boxart/4547811ccc.jpg,Afterlife,PC,Simulation,LucasArts,LucasArts,,,,,,,,,,1996-01-01,
22034,48000,/games/boxart/full_5155077AmericaFrontccc.jpg,Air Conflicts: Pacific Carriers,PS3,Simulation,Maximum Games,Games Farm,,,,,,,,,,2013-08-06,2018-09-17
22035,48001,/games/boxart/full_4847162PALFrontccc.jpg,Air Conflicts: Pacific Carriers,X360,Simulation,bitComposer Games,Games Farm,,,,,,,,,,2012-12-07,2018-09-17
22036,48002,/games/boxart/full_5909403AmericaFrontccc.jpg,Air Conflicts: Pacific Carriers,PS4,Simulation,Kalypso,Games Farm,,,,,,,,,,2015-11-03,2018-09-17
22037,48008,/games/boxart/full_airfix-dogfighter_482AmericaFront.jpg,Airfix Dogfighter,PC,Simulation,EON Digital Entertainment,Paradox Interactive,,7.8,,,,,,,,2000-01-14,
22038,48009,/games/boxart/full_airforce-delta_328AmericaFront.jpg,AirForce Delta,GB,Simulation,Konami,Climax Entertainment,,,,,,,,,,2000-11-21,
22039,48010,/games/boxart/full_1763941AmericaFrontccc.jpg,AirForce Delta,DC,Simulation,Konami,KCE Studios,,7.2,,,,,,,,1999-09-08,
22040,48011,/games/boxart/full_airport-mania-first-flight_706AmericaFront.jpg,Airport Mania: First Flight,DSiW,Simulation,Unknown,Black Lantern Studios,,,,,,,,,,2011-04-25,
22041,48012,/games/boxart/full_airport-mania-first-flight_879AmericaFront.jpg,Airport Mania: First Flight,WW,Simulation,Unknown,Reflexive Entertainment,,,,,,,,,,2010-11-29,
22042,48013,/games/boxart/full_airport-mania-first-flight_2AmericaFront.jpg,Airport Mania: First Flight,PC,Simulation,High Horse Entertainment,Reflexive Entertainment,,,,,,,,,,2008-04-14,
22043,48019,/games/boxart/full_9933201AmericaFrontccc.jpg,Alien Crush Returns,WW,Simulation,Hudson Entertainment,Hudson Entertainment,,,,,,,,,,2008-11-03,
22044,48033,/games/boxart/6943285ccc.jpg,Anstoss 2 Gold,PC,Simulation,Ascaron Entertainment,Ascaron Entertainment,,,,,,,,,,1998-01-01,
22045,48036,/games/boxart/9253820ccc.jpg,Anstoss 3,PC,Simulation,Ascaron Entertainment,Ascaron,,,,,,,,,,2000-07-01,
22046,48047,/games/boxart/2851496ccc.jpg,AquaNox,PC,Simulation,Fishtank Interactive,Massive Development,,6.4,,,,,,,,2001-11-19,
22047,48051,/games/boxart/6563302ccc.jpg,AquaNox 2: Revelation,PC,Simulation,Encore,Massive Development,,5.6,,,,,,,,2003-08-22,
22048,48063,/games/boxart/4813347ccc.jpg,Archimedean Dynasty,PC,Simulation,Blue Byte,Massive Development,,,,,,,,,,1997-04-04,
22049,48072,/games/boxart/full_7675715AmericaFrontccc.jpg,Armored Fist 3,PC,Simulation,NovaLogic,NovaLogic,,,,,,,,,,1999-09-30,
22050,48074,/games/boxart/full_1420005AmericaFrontccc.jpg,Art Academy: First Semester,DSiW,Simulation,Nintendo,Headstrong Games,,,,,,,,,,2009-09-14,
22051,48077,/games/boxart/full_3673782AmericaFrontccc.jpg,Artemis Spaceship Bridge Simulator,And,Simulation,"Incandescent Core, LLC","Incandescent Core, LLC",,,,,,,,,,2012-12-12,2018-08-18
22052,49312,/games/boxart/full_1468988AmericaFrontccc.jpg,Artemis Spaceship Bridge Simulator,PC,Simulation,"Incandescent Core, LLC","Incandescent Core, LLC",,,,,,,,,,2013-09-16,2018-08-18
22053,48092,/games/boxart/2772486ccc.jpg,B-17 Flying Fortress,PC,Simulation,Microprose,MicroProse,,,,,,,,,,1992-01-01,
22054,48099,/games/boxart/full_7323091JapanFrontccc.jpg,Battle Athletess: Daiundoukai Alternative,PS,Simulation,IPC Software,IPC Software,,,,,,,,,,1998-01-15,
22055,48106,/games/boxart/45278ccc.jpg,Battlemorph,AJ,Simulation,Atari,Atari,,,,,,,,,,1995-12-01,
22056,48138,/games/boxart/761534ccc.jpg,Blades of Thunder,GBA,Simulation,Summitsoft,InterActive Vision Games,,3.8,,,,,,,,2005-02-01,
22057,48140,/games/boxart/7243999ccc.jpg,Blue Lightning,Lynx,Simulation,Atari,Epyx,,,,,,,,,,1989-01-01,
22058,48141,/games/boxart/9072257ccc.jpg,Blue Lightning,AJ,Simulation,Atari,Epyx,,,,,,,,,,1995-08-01,
22059,48167,/games/boxart/full_9307838AmericaFrontccc.jpg,Bonsai Barber,WW,Simulation,Nintendo,Zoonami,,,,,,,,,,2009-03-30,
22060,48176,/games/boxart/default.jpg,Build-A-Lot 3: Passport to Europe,PC,Simulation,HipSoft,HipSoft,,,,,,,,,,2009-01-15,
22061,48177,/games/boxart/full_build-a-lot-4-power-source_317AmericaFront.jpg,Build-A-Lot 4: Power Source,PC,Simulation,HipSoft,HipSoft,,,,,,,,,,2009-08-12,
22062,48178,/games/boxart/1457370ccc.jpg,Bundesliga Manager Professional,PC,Simulation,Software 2000,Kron Simulation Software,,,,,,,,,,1991-01-01,
22063,48188,/games/boxart/full_capitalism-plus_452AmericaFront.jpg,Capitalism Plus,PC,Simulation,Enlight,Enlight Software,,,,,,,,,,1997-04-30,
22064,48207,/games/boxart/6009569ccc.jpg,Chuck Yeager's Air Combat,PC,Simulation,Electronic Arts,Electronic Arts,,,,,,,,,,1991-01-01,
22065,48222,/games/boxart/full_8494064AmericaFrontccc.jpg,Coconut Queen,PC,Simulation,iWin,iWin,,,,,,,,,,2009-08-20,
22066,48223,/games/boxart/full_comanche-3_253AmericaFront.jpg,Comanche 3,PC,Simulation,NovaLogic,NovaLogic,,,,,,,,,,1997-01-01,
22067,48225,/games/boxart/7475013ccc.jpg,Comanche: Maximum Overkill,PC,Simulation,NovaLogic,NovaLogic,,,,,,,,,,1992-01-01,
22068,48226,/games/boxart/full_9817567AmericaFrontccc.jpg,Combat Flight Simulator 2: WWII Pacific Theater,PC,Simulation,Microsoft,Microsoft Game Studios,,,,,,,,,,2000-10-13,
22069,48233,/games/boxart/default.jpg,Cooking Dash,PC,Simulation,PlayFirst,Aliasworlds Entertainment,,,,,,,,,,2008-08-06,
22070,48241,/games/boxart/full_831557PALFrontccc.jpg,Creatures,GBA,Simulation,Swing! Entertainment,Elo Interactive,,,,,,,,,,2002-02-08,
22071,48242,/games/boxart/8686107ccc.jpg,Creatures,PC,Simulation,Mindscape,Millenium Interactive,,,,,,,,,,1997-01-01,
22072,48243,/games/boxart/full_1521563AmericaFrontccc.jpg,Creatures,PS,Simulation,Conspiracy Entertainment,Creature Labs,,,,,,,,,,2002-05-18,
22073,48260,/games/boxart/full_4814621JapanFrontccc.jpg,Dance Dance Revolution 5thMix,PS,Simulation,Konami,Konami,,,,,,,,,,2001-09-20,
22074,48261,/games/boxart/full_dance-dance-revolution-best-hits_2JapanFront.jpg,Dance Dance Revolution Best Hits,PS,Simulation,Konami,KCET,,,,,,,,,,2000-12-21,
22075,48268,/games/boxart/full_dance-dance-revolution-gb3_9JapanFront.jpg,Dance Dance Revolution GB3,GB,Simulation,Konami,Konami Computer Entertainment Tokyo,,,,,,,,,,2001-03-15,
22076,48269,/games/boxart/full_4077684AmericaFrontccc.jpg,Dance Dance Revolution Konamix,PS,Simulation,Konami,Konami,,,,,,,,,,2002-04-05,
22077,48279,/games/boxart/full_780191JapanFrontccc.jpg,Dancing Stage featuring Dreams Come True,PS,Simulation,Konami,KCET,,,,,,,,,,2000-04-20,
22078,48281,/games/boxart/full_2346357PALFrontccc.jpg,Dancing Stage Fever,PS2,Simulation,Konami,Konami,,,,,,,,,,2003-10-24,
22079,48282,/games/boxart/full_4209046PALFrontccc.jpg,Dancing Stage Fever,PS,Simulation,Konami,Konami,,,,,,,,,,2003-10-24,
22080,48283,/games/boxart/full_6173717PALFrontccc.jpg,Dancing Stage Fusion,PS,Simulation,Konami,Konami,,,,,,,,,,2004-11-05,
22081,48284,/games/boxart/full_3302054PALFrontccc.jpg,Dancing Stage Fusion,PS2,Simulation,Konami,Konami,,,,,,,,,,2004-11-05,
22082,48292,/games/boxart/full_7725312AmericaFrontccc.jpg,DCS: Black Shark,PC,Simulation,Take-Two Interactive,Eagle Dynamics,,,,,,,,,,2009-04-07,
22083,48302,/games/boxart/full_8180752JapanFrontccc.jpg,Densha de Go!,GB,Simulation,CyberFront,CyberFront,,,,,,,,,,1999-12-10,
22084,48303,/games/boxart/full_9132467JapanFrontccc.jpg,Densha de Go!,WS,Simulation,Taito,Taito Corporation,,,,,,,,,,1999-03-04,
22085,48319,/games/boxart/2752427ccc.jpg,Desert Strike: Return to the Gulf,SNES,Simulation,Electronic Arts,Visual Concepts,,,,,,,,,,1992-10-01,
22086,48320,/games/boxart/full_2509173AmericaFrontccc.jpg,Desert Strike: Return to the Gulf,Lynx,Simulation,Telegames,"Telegames, Inc.",,,,,,,,,,1992-01-01,
22087,48321,/games/boxart/8297695ccc.jpg,Desert Strike: Return to the Gulf,GEN,Simulation,Electronic Arts,Visual Concepts,,,,,,,,,,1994-06-04,
22088,48322,/games/boxart/5627358ccc.jpg,Desert Strike: Return to the Gulf,GB,Simulation,Malibu Games,Ocean,,,,,,,,,,1995-02-01,
22089,48323,/games/boxart/full_8178323AmericaFrontccc.jpg,Desert Strike: Return to the Gulf,GG,Simulation,Domark Software,Electronic Arts,,,,,,,,,,1994-01-01,
22090,48324,/games/boxart/full_9969679AmericaFrontccc.jpg,Desert Strike: Return to the Gulf,PC,Simulation,Gremlin Interactive Ltd,Electronic Arts,,,,,,,,,,1994-01-01,
22091,48325,/games/boxart/default.jpg,Diaper Dash,PC,Simulation,PlayFirst,Zemnott,,,,,,,,,,2009-08-12,
22092,48328,/games/boxart/full_4757740AmericaFrontccc.jpg,DinerTown Tycoon,PC,Simulation,PlayFirst,PlayFirst,,,,,,,,,,2009-10-01,
22093,48357,/games/boxart/full_2418494AmericaFrontccc.jpg,E.V.O.: Search for Eden,SNES,Simulation,Enix,Almanic Corp.,,,,,,,,,,1993-01-01,
22094,48358,/games/boxart/full_4210298AmericaFrontccc.jpg,Echelon,PC,Simulation,Buka Entertainment,MADia Entertainment,,,,,,,,,,2001-04-15,2018-07-11
22095,48369,/games/boxart/full_8094182AmericaFrontccc.jpg,Emergency 5,PC,Simulation,Deep Silver,Sixteen Tons Entertainment,,,,,,,,,,2015-01-01,
22096,48375,/games/boxart/full_8930790AmericaFrontccc.gif,Escape Velocity Nova,PC,Simulation,Ambrosia,Ambrosia,,,,,,,,,,2003-07-11,
22097,48380,/games/boxart/full_evochron-mercenary_180AmericaFront.jpg,Evochron Mercenary,PC,Simulation,Unknown,StarWraith 3D Games,,,,,,,,,,2010-09-17,
22098,48384,/games/boxart/full_1754457AmericaFrontccc.jpg,Extreme Roads USA,OSX,Simulation,United Developers,United Developers,,,,,,,,,,2014-06-06,
22099,48385,/games/boxart/full_8093015PALFrontccc.jpg,Extreme Roads USA,PC,Simulation,United Developers,United Developers,,,,,,,,,,2014-06-06,
22100,48386,/games/boxart/full_2213860AmericaFrontccc.jpg,F-117 Night Storm,GEN,Simulation,Electronic Arts,Rare Ltd.,,,,,,,,,,1993-01-01,
22101,48389,/games/boxart/9817744ccc.jpg,F-15 Strike Eagle,GB,Simulation,Microprose,NMS Software,,,,,,,,,,1993-06-01,
22102,48390,/games/boxart/full_6439796AmericaFrontccc.jpg,F-15 Strike Eagle,GG,Simulation,Microprose,NMS Software,,,,,,,,,,1993-01-01,
22103,48391,/games/boxart/4708300ccc.jpg,F-15 Strike Eagle,NES,Simulation,Microprose,MicroProse,,,,,,,,,,1992-02-01,
22104,48392,/games/boxart/full_f-15-strike-eagle_5AmericaFront.jpg,F-15 Strike Eagle,PC,Simulation,Microprose,MicroProse,,,,,,,,,,1985-01-01,
22105,48393,/games/boxart/full_3848090AmericaFrontccc.jpg,F-15 Strike Eagle II,GEN,Simulation,Microprose,MicroProse,,,,,,,,,,1993-01-01,
22106,48394,/games/boxart/7479778ccc.jpg,F-15 Strike Eagle II,PC,Simulation,Microprose,MicroProse,,,,,,,,,,1991-01-01,
22107,48395,/games/boxart/full_f-15-strike-eagle-iii_0AmericaFront.jpg,F-15 Strike Eagle III,PC,Simulation,Microprose,MicroProse,,,,,,,,,,1992-01-01,
22108,48397,/games/boxart/full_2032382AmericaFrontccc.jpg,F-16 Multirole Fighter,PC,Simulation,NovaLogic,NovaLogic,,,,,,,,,,1998-10-06,
22109,48404,/games/boxart/full_falcon_3AmericaFront.jpg,Falcon,PCE,Simulation,Spectrum Holobyte,Sphere,,,,,,,,,,1992-01-01,
22110,48405,/games/boxart/1281049ccc.jpg,Falcon,PC,Simulation,Spectrum Holobyte,Sphere,,,,,,,,,,1987-01-01,
22111,48407,/games/boxart/1498064ccc.jpg,Falcon 4.0,PC,Simulation,Atari,MicroProse,,,,,,,,,,1998-11-30,
22112,48408,/games/boxart/default.jpg,Fallen London,PC,Simulation,Unknown,Failbetter Games,,,,,,,,,,,
22113,48409,/games/boxart/full_837958AmericaFrontccc.jpg,Fallout Shelter,And,Simulation,Bethesda Softworks,Bethesda Softworks,,,,,,,,,,2015-08-13,
22114,49300,/games/boxart/full_2389190AmericaFrontccc.png,Fallout Shelter,NS,Simulation,Bethesda Softworks,Bethesda Softworks,,,,,,,,,,2018-06-10,2018-06-18
22115,48411,/games/boxart/full_farm-frenzy_444PALFront.png,Farm Frenzy,PSN,Simulation,Alawar Entertainment,"Alawar Entertainment, Inc.",,,,,,,,,,2011-04-19,2019-05-03
22116,48412,/games/boxart/full_farm-frenzy_50AmericaFront.jpg,Farm Frenzy,DSiW,Simulation,Alawar Entertainment,"Alawar Entertainment, Inc.",,4.0,,,,,,,,2011-07-07,
22117,55618,/games/boxart/full_1346837AmericaFrontccc.jpg,Farm Frenzy,PC,Strategy,Mumbo Jumbo,Melesta,,,,,0.04,0.04,,,0.0,2008-01-30,
22118,48419,/games/boxart/full_3499218AmericaFrontccc.jpg,Fast Food Tycoon,PC,Simulation,Activision,Software 2000,,,,,,,,,,2000-11-30,
22119,48420,/games/boxart/full_9938004AmericaFrontccc.jpg,Fast Food Tycoon 2,PC,Simulation,Activision,Software 2000,,,,,,,,,,2001-10-09,
22120,48425,/games/boxart/full_figures-of-happiness_252AmericaFront.jpg,Figures of Happiness,PC,Simulation,Unknown,G-Collections,,,,,,,,,,,
22121,48430,/games/boxart/full_5198573AmericaFrontccc.jpg,Flanker 2.0,PC,Simulation,SSI,Eagle Dynamics,,,,,,,,,,1999-09-30,
22122,48438,/games/boxart/1621980ccc.jpg,Flight Unlimited,PC,Simulation,Unknown,Looking Glass Studios,,,,,,,,,,,
22123,48441,/games/boxart/full_208909AmericaFrontccc.jpg,Flotilla,XBL,Simulation,Microsoft,Blendo Games,,,,,,,,,,2010-03-25,
22124,56664,/games/boxart/full_flotilla_866AmericaFront.jpg,Flotilla,PC,Strategy,Unknown,Blendo Studios,,7.0,,,,,,,,2010-02-26,
22125,48442,/games/boxart/9031292ccc.jpg,flOw,PSP,Simulation,Sony Computer Entertainment,SuperVillain Studios,,,,,,,,,,2008-03-06,
22126,48443,/games/boxart/full_5289909AmericaFrontccc.jpg,flOw,PS4,Simulation,Sony Computer Entertainment,SuperVillain Studios,,,,,,,,,,2013-12-17,2018-09-23
22127,48444,/games/boxart/full_flow_7AmericaFront.jpg,flOw,PSN,Simulation,Sony Computer Entertainment,thatgamecompany,6.4,7.4,,,,,,,,2007-02-22,
22128,49358,/games/boxart/full_9557745AmericaFrontccc.jpg,flOw,PSV,Simulation,Sony Computer Entertainment,SuperVillain Studios,,,,,,,,,,2013-12-17,2018-09-23
22129,48450,/games/boxart/full_9704024AmericaFrontccc.jpg,FreeSpace 2,PC,Simulation,Interplay,Volition Inc.,,,,,,,,,,1999-09-30,2018-04-02
22130,48476,/games/boxart/full_3358759AmericaFrontccc.jpg,GamersGoMakers,PC,Simulation,Unknown,Unknown,,,,,,,,,,2014-08-08,
22131,48481,/games/boxart/7598058ccc.jpg,Gazillionaire,PC,Simulation,Spectrum Holobyte,LavaMind,,,,,,,,,,1994-01-01,
22132,48512,/games/boxart/4269786ccc.jpg,Gundam Side Story 0079: Rise from the Ashes,DC,Simulation,Bandai,Bandai,,7.4,,,,,,,,2000-04-28,
22133,48516,/games/boxart/6866178ccc.jpg,Gunship 2000,PC,Simulation,Microprose,MicroProse,,,,,,,,,,1991-01-01,
22134,48518,/games/boxart/full_8763801AmericaFrontccc.jpg,Gunship!,PC,Simulation,Hasbro Interactive,Atari,,,,,,,,,,2000-03-31,
22135,48519,/games/boxart/full_hacker-evolution_6PALFront.jpg,Hacker Evolution,PC,Simulation,exoSyphen Studios,exoSyphen Studios,,,,,,,,,,2010-09-14,
22136,48520,/games/boxart/full_hacker-evolution-untold_2AmericaFront.jpg,Hacker Evolution: Untold,PC,Simulation,Unknown,exoSyphen Studios,,,,,,,,,,2008-12-15,
22137,48531,/games/boxart/243320ccc.png,Harvest Moon,VC,Simulation,Natsume,Victor Interactive Software,,,,,,,,,,2008-02-11,
22138,48532,/games/boxart/7791126ccc.jpg,Harvest Moon,SNES,Simulation,Natsume,Victor Interactive Software,,,,,,,,,,1997-06-01,
